x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
40.0,77.0,-120.85239695471546,51.0,109.0,134.0,227.0,291.0,277.0,7
150.0,80.0,-115.43527558458555,98.0,71.0,144.0,178.0,267.0,321.0,7
176.0,22.0,-122.78863375648024,49.0,146.0,198.0,243.0,266.0,349.0,7
188.0,81.0,-119.47687180233068,32.0,121.0,155.0,172.0,288.0,266.0,11
69.0,103.0,-116.13517206336684,97.0,88.0,176.0,234.0,257.0,263.0,12
94.0,95.0,-112.5664874782704,57.0,55.0,155.0,152.0,297.0,294.0,7
172.0,106.0,-116.06567453649248,55.0,75.0,107.0,165.0,245.0,253.0,7
188.0,47.0,-121.66710414588576,29.0,71.0,126.0,156.0,228.0,270.0,7
93.0,82.0,-114.86198864207692,15.0,69.0,167.0,189.0,212.0,343.0,11
106.0,62.0,-117.06926440050792,68.0,103.0,169.0,155.0,222.0,338.0,8
162.0,106.0,-114.2935252597036,82.0,79.0,179.0,191.0,245.0,318.0,10
36.0,109.0,-120.21976937236748,89.0,142.0,179.0,158.0,298.0,334.0,7
136.0,50.0,-118.7196518592765,44.0,106.0,106.0,160.0,233.0,327.0,7
111.0,76.0,-114.5171822718151,57.0,144.0,200.0,196.0,254.0,263.0,12
109.0,82.0,-113.3828263482892,44.0,82.0,125.0,163.0,276.0,297.0,7
99.0,41.0,-119.90099403464694,98.0,110.0,116.0,227.0,247.0,277.0,7
82.0,11.0,-123.00935973554404,71.0,85.0,115.0,208.0,238.0,330.0,7
100.0,79.0,-114.66523330268294,3.0,127.0,176.0,250.0,293.0,328.0,8
165.0,110.0,-114.6534414985894,51.0,84.0,129.0,199.0,223.0,304.0,7
59.0,60.0,-120.31710066126313,59.0,62.0,195.0,192.0,223.0,293.0,8
51.0,6.0,-124.30457123870023,92.0,147.0,134.0,164.0,275.0,304.0,7
65.0,12.0,-123.44968589278346,83.0,107.0,122.0,213.0,208.0,255.0,7
34.0,54.0,-122.44639243437456,79.0,112.0,136.0,237.0,248.0,329.0,7
66.0,90.0,-117.38701966367177,31.0,140.0,123.0,207.0,276.0,259.0,7
152.0,86.0,-114.80951154773253,90.0,124.0,111.0,168.0,273.0,267.0,7
162.0,49.0,-119.95856834466863,2.0,74.0,135.0,237.0,252.0,288.0,7
31.0,8.0,-124.94452329914466,67.0,51.0,101.0,157.0,237.0,273.0,7
0.0,20.0,-125.73698400243848,34.0,68.0,176.0,206.0,224.0,322.0,11
120.0,47.0,-118.87617550161416,3.0,147.0,110.0,243.0,286.0,304.0,7
139.0,56.0,-118.06078625205882,84.0,101.0,111.0,162.0,200.0,268.0,7
1.0,63.0,-124.21497966283542,23.0,108.0,120.0,195.0,285.0,271.0,7
171.0,12.0,-123.30091845824856,78.0,53.0,173.0,233.0,211.0,272.0,9
97.0,3.0,-123.2995924418716,97.0,147.0,194.0,206.0,207.0,321.0,12
18.0,21.0,-124.8870664698198,13.0,111.0,159.0,166.0,275.0,250.0,8
76.0,76.0,-117.45446372067138,1.0,113.0,111.0,233.0,284.0,315.0,7
20.0,81.0,-122.35471748052586,74.0,133.0,120.0,155.0,246.0,256.0,7
185.0,31.0,-122.56990789862884,0.0,95.0,142.0,235.0,256.0,307.0,7
168.0,88.0,-116.70682718365585,76.0,54.0,197.0,202.0,204.0,264.0,12
187.0,70.0,-120.0634853370724,22.0,118.0,176.0,156.0,262.0,301.0,12
177.0,83.0,-118.18750422767542,34.0,133.0,166.0,192.0,213.0,303.0,7
1.0,41.0,-124.9303272281286,43.0,76.0,181.0,172.0,258.0,345.0,12
178.0,86.0,-118.088340265063,34.0,78.0,194.0,174.0,246.0,329.0,7
79.0,7.0,-123.37457543494132,33.0,117.0,145.0,168.0,279.0,328.0,7
21.0,15.0,-125.02344087283126,35.0,138.0,196.0,233.0,243.0,337.0,11
88.0,23.0,-121.907374483875,5.0,142.0,150.0,219.0,268.0,315.0,7
