x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
50.0,5.0,-124.39698898002248,121.0,118.0,233.0,240.0,382.0,312.0,7
151.0,81.0,-115.40083379920094,158.0,105.0,296.0,284.0,355.0,365.0,7
98.0,93.0,-112.25291620150492,144.0,147.0,251.0,229.0,331.0,353.0,7
93.0,44.0,-119.78174785495526,153.0,146.0,273.0,269.0,309.0,309.0,7
29.0,97.0,-121.1450098822016,118.0,114.0,205.0,218.0,389.0,319.0,7
152.0,74.0,-116.465784809759,124.0,189.0,252.0,288.0,328.0,377.0,7
99.0,22.0,-121.73500143257496,108.0,192.0,254.0,250.0,365.0,318.0,7
186.0,51.0,-121.2704447789856,124.0,118.0,204.0,293.0,322.0,388.0,7
24.0,37.0,-123.8653959758106,119.0,180.0,261.0,223.0,343.0,308.0,7
155.0,44.0,-120.090523002687,114.0,136.0,223.0,261.0,352.0,307.0,7
124.0,80.0,-113.50690405672688,192.0,182.0,292.0,247.0,373.0,303.0,7
114.0,78.0,-114.00400656537067,182.0,142.0,248.0,233.0,399.0,354.0,7
98.0,88.0,-113.22556599018336,122.0,195.0,272.0,288.0,340.0,371.0,7
32.0,39.0,-123.33170254998667,191.0,162.0,253.0,291.0,386.0,311.0,7
126.0,39.0,-119.83485005167,102.0,151.0,210.0,206.0,335.0,398.0,7
178.0,61.0,-119.97546410244846,162.0,183.0,290.0,225.0,392.0,327.0,7
132.0,91.0,-111.2595164326478,170.0,140.0,283.0,298.0,350.0,316.0,7
168.0,72.0,-118.18781221370624,109.0,126.0,256.0,221.0,307.0,317.0,7
157.0,70.0,-117.40615367807676,102.0,146.0,297.0,201.0,303.0,332.0,7
168.0,3.0,-123.81809929974142,155.0,148.0,228.0,210.0,356.0,377.0,7
166.0,78.0,-117.408755035813,154.0,187.0,235.0,275.0,354.0,353.0,7
59.0,36.0,-122.0564169111505,197.0,122.0,277.0,204.0,319.0,381.0,7
131.0,57.0,-117.67873826777908,181.0,119.0,209.0,258.0,326.0,355.0,7
148.0,36.0,-120.60472278360643,149.0,166.0,270.0,212.0,384.0,367.0,7
37.0,29.0,-123.59607985437236,157.0,140.0,252.0,223.0,400.0,394.0,7
116.0,62.0,-116.8305877041503,174.0,198.0,270.0,273.0,327.0,346.0,7
149.0,38.0,-120.44313366745324,121.0,117.0,258.0,207.0,354.0,382.0,7
112.0,71.0,-115.41583224169035,137.0,123.0,293.0,262.0,357.0,355.0,7
108.0,96.0,-109.91921161388449,192.0,157.0,247.0,263.0,333.0,371.0,7
0.0,63.0,-124.27637512497654,118.0,109.0,222.0,217.0,323.0,358.0,7
188.0,8.0,-124.13423786299802,159.0,142.0,223.0,222.0,325.0,352.0,7
98.0,90.0,-112.8420728492446,136.0,146.0,217.0,259.0,377.0,322.0,7
120.0,4.0,-123.04795838447328,143.0,103.0,248.0,254.0,349.0,311.0,7
163.0,30.0,-121.67510888842756,174.0,163.0,277.0,218.0,338.0,314.0,7
16.0,71.0,-122.9738631160372,132.0,119.0,275.0,236.0,388.0,360.0,7
122.0,60.0,-117.11521030872916,158.0,190.0,284.0,232.0,342.0,373.0,7
60.0,46.0,-121.28358040797568,196.0,100.0,265.0,237.0,395.0,400.0,7
136.0,86.0,-112.87545192674776,199.0,101.0,296.0,237.0,377.0,381.0,7
113.0,64.0,-116.56551746677404,108.0,140.0,267.0,257.0,331.0,320.0,7
56.0,58.0,-120.6821735630173,115.0,103.0,211.0,294.0,393.0,347.0,7
132.0,61.0,-117.13422002093536,100.0,175.0,298.0,250.0,367.0,361.0,7
143.0,53.0,-118.59316835831912,133.0,137.0,276.0,283.0,313.0,394.0,7
89.0,79.0,-115.7385137137858,153.0,150.0,281.0,289.0,392.0,328.0,7
99.0,27.0,-121.285400382927,169.0,120.0,251.0,273.0,302.0,331.0,7
181.0,43.0,-121.5301588125179,197.0,106.0,263.0,261.0,358.0,365.0,7
103.0,41.0,-119.79645517809492,114.0,146.0,235.0,259.0,303.0,319.0,7
123.0,92.0,-110.31318087957654,145.0,122.0,209.0,284.0,339.0,340.0,7
18.0,94.0,-122.1772485107814,181.0,136.0,298.0,294.0,312.0,338.0,7
121.0,57.0,-117.55095465839472,149.0,166.0,236.0,272.0,364.0,391.0,7
1.0,57.0,-124.3978448253088,133.0,141.0,281.0,289.0,345.0,351.0,7
148.0,3.0,-123.37130362849985,117.0,116.0,270.0,282.0,303.0,398.0,7
129.0,55.0,-117.91185214845292,125.0,195.0,218.0,268.0,400.0,354.0,7
29.0,74.0,-121.89364218242368,143.0,175.0,247.0,217.0,361.0,383.0,7
41.0,11.0,-124.39662881633215,199.0,179.0,238.0,219.0,314.0,310.0,7
13.0,84.0,-122.80879289219968,174.0,147.0,276.0,297.0,335.0,319.0,7
174.0,21.0,-122.7810347536041,115.0,124.0,200.0,261.0,312.0,357.0,7
185.0,5.0,-124.20852829411744,133.0,182.0,238.0,263.0,322.0,316.0,7
189.0,26.0,-123.07928522612816,160.0,155.0,237.0,207.0,337.0,381.0,7
130.0,39.0,-119.87681202757987,104.0,196.0,206.0,210.0,384.0,390.0,7
154.0,30.0,-121.35209023821116,157.0,165.0,234.0,219.0,300.0,371.0,7
11.0,57.0,-123.79270061696728,101.0,123.0,244.0,228.0,370.0,341.0,7
126.0,67.0,-116.04813450459976,132.0,193.0,275.0,250.0,396.0,380.0,7
71.0,44.0,-120.81367036907284,143.0,125.0,285.0,265.0,386.0,389.0,7
135.0,80.0,-114.0364087171212,143.0,140.0,227.0,279.0,305.0,350.0,7
141.0,48.0,-119.10960242166593,151.0,167.0,255.0,250.0,379.0,300.0,7
49.0,61.0,-121.00024746404908,132.0,167.0,236.0,263.0,372.0,372.0,7
189.0,22.0,-123.32787241975748,164.0,174.0,275.0,273.0,376.0,391.0,7
123.0,83.0,-112.7928834567127,176.0,106.0,254.0,241.0,399.0,353.0,7
184.0,3.0,-124.29468219279508,160.0,180.0,299.0,268.0,330.0,374.0,7
132.0,49.0,-118.74708193626776,157.0,119.0,292.0,232.0,350.0,393.0,7
82.0,70.0,-117.53672182625382,162.0,119.0,224.0,263.0,339.0,317.0,7
18.0,44.0,-123.8861183333367,138.0,192.0,221.0,205.0,365.0,356.0,7
67.0,36.0,-121.65805505926778,121.0,150.0,286.0,273.0,398.0,388.0,7
180.0,24.0,-122.81436318154138,168.0,135.0,217.0,279.0,340.0,320.0,7
80.0,92.0,-115.27734105800414,116.0,127.0,246.0,257.0,352.0,359.0,7
42.0,97.0,-119.85482269616088,185.0,184.0,274.0,286.0,302.0,302.0,7
169.0,88.0,-116.83622171276568,187.0,128.0,296.0,241.0,323.0,384.0,7
107.0,71.0,-115.606533816335,186.0,103.0,235.0,257.0,300.0,381.0,7
28.0,84.0,-121.60793664553918,110.0,108.0,256.0,267.0,302.0,372.0,7
174.0,95.0,-116.97911538186676,182.0,107.0,267.0,288.0,383.0,369.0,7
102.0,13.0,-122.4490930345102,189.0,195.0,274.0,300.0,322.0,363.0,7
89.0,94.0,-113.59400468772004,125.0,178.0,273.0,209.0,308.0,388.0,7
129.0,70.0,-115.606829021099,152.0,155.0,243.0,206.0,312.0,369.0,7
64.0,19.0,-123.01513867955734,167.0,197.0,254.0,258.0,301.0,345.0,7
16.0,76.0,-122.81216658309066,169.0,131.0,216.0,234.0,388.0,314.0,7
74.0,66.0,-118.6314268767102,116.0,172.0,292.0,231.0,318.0,342.0,7
74.0,60.0,-119.2040054945072,113.0,199.0,225.0,268.0,349.0,354.0,7
36.0,59.0,-122.0564169111505,113.0,122.0,277.0,298.0,303.0,350.0,7
25.0,67.0,-122.4768082426445,178.0,115.0,238.0,289.0,363.0,378.0,7
187.0,5.0,-124.2759864218052,132.0,105.0,269.0,257.0,400.0,319.0,7
13.0,32.0,-124.65547279503647,127.0,125.0,242.0,236.0,364.0,304.0,7
151.0,72.0,-116.64383252554627,110.0,107.0,253.0,247.0,356.0,366.0,7
10.0,37.0,-124.6072179966049,145.0,137.0,276.0,249.0,313.0,342.0,7
78.0,35.0,-121.23860666417823,111.0,101.0,258.0,300.0,358.0,370.0,7
106.0,4.0,-123.11536345682336,130.0,190.0,220.0,212.0,311.0,374.0,7
160.0,86.0,-115.8612002954518,175.0,177.0,208.0,278.0,328.0,336.0,7
185.0,78.0,-119.36278330329417,144.0,110.0,224.0,244.0,324.0,316.0,7
131.0,34.0,-120.4212756397418,104.0,194.0,259.0,219.0,353.0,329.0,7
11.0,23.0,-125.12268908069645,116.0,119.0,253.0,218.0,318.0,317.0,7
188.0,108.0,-118.31453524942808,197.0,146.0,265.0,243.0,337.0,372.0,7
91.0,49.0,-119.32974134270763,159.0,189.0,248.0,242.0,394.0,399.0,7
179.0,110.0,-117.01698059060352,122.0,140.0,226.0,230.0,311.0,394.0,7
63.0,29.0,-122.36002916281716,195.0,124.0,266.0,246.0,326.0,329.0,7
49.0,72.0,-120.33112921409212,164.0,192.0,229.0,244.0,398.0,332.0,7
79.0,74.0,-117.3665484987645,143.0,111.0,273.0,211.0,375.0,341.0,7
66.0,20.0,-122.87061753087644,172.0,120.0,299.0,272.0,322.0,398.0,7
83.0,24.0,-121.9731665335738,140.0,111.0,254.0,229.0,364.0,302.0,7
158.0,11.0,-122.9961304054298,144.0,135.0,233.0,247.0,356.0,301.0,7
6.0,33.0,-124.96642890702304,167.0,167.0,290.0,251.0,368.0,398.0,7
151.0,22.0,-121.9501992073327,147.0,145.0,285.0,286.0,354.0,398.0,7
41.0,5.0,-124.71881523746576,152.0,172.0,277.0,238.0,341.0,350.0,7
111.0,77.0,-114.31958120986484,125.0,189.0,237.0,259.0,391.0,359.0,7
41.0,8.0,-124.55844208454664,139.0,111.0,201.0,236.0,387.0,332.0,7
73.0,18.0,-122.76314374719004,141.0,119.0,294.0,221.0,302.0,333.0,7
111.0,52.0,-118.31985909906057,147.0,152.0,264.0,292.0,339.0,308.0,7
51.0,101.0,-118.70528278756724,118.0,200.0,274.0,224.0,342.0,319.0,7
27.0,61.0,-122.58844794582149,144.0,139.0,217.0,240.0,370.0,369.0,7
75.0,69.0,-118.25350041841772,197.0,163.0,296.0,233.0,310.0,352.0,7
173.0,76.0,-118.31571533035682,179.0,149.0,286.0,274.0,366.0,318.0,7
40.0,7.0,-124.64960912406488,175.0,184.0,208.0,241.0,371.0,338.0,7
157.0,33.0,-121.19313033794108,150.0,182.0,224.0,218.0,381.0,360.0,7
24.0,32.0,-124.09841639287764,139.0,118.0,249.0,203.0,400.0,360.0,7
175.0,107.0,-116.50169088888416,154.0,112.0,238.0,224.0,340.0,381.0,7
96.0,69.0,-116.56297393867072,200.0,134.0,250.0,245.0,398.0,318.0,7
155.0,52.0,-119.27802618541196,198.0,143.0,240.0,293.0,338.0,347.0,7
164.0,86.0,-116.3782978252482,137.0,147.0,277.0,203.0,376.0,305.0,7
86.0,20.0,-122.20918606298277,141.0,152.0,213.0,293.0,307.0,326.0,7
6.0,31.0,-125.042923917192,182.0,126.0,267.0,231.0,339.0,365.0,7
102.0,75.0,-115.2066310670493,120.0,157.0,279.0,222.0,353.0,342.0,7
148.0,69.0,-116.81053831991451,147.0,177.0,245.0,263.0,313.0,371.0,7
147.0,84.0,-114.4846089394974,141.0,159.0,260.0,272.0,342.0,392.0,7
100.0,19.0,-121.9773242087434,184.0,130.0,275.0,242.0,329.0,308.0,7
74.0,41.0,-120.9112544113312,179.0,182.0,285.0,222.0,371.0,316.0,7
36.0,35.0,-123.32416445844922,101.0,188.0,268.0,285.0,364.0,347.0,7
125.0,74.0,-114.77023023886228,105.0,105.0,214.0,267.0,370.0,314.0,7
186.0,85.0,-119.04010838824588,194.0,164.0,206.0,252.0,334.0,384.0,7
55.0,56.0,-120.89301649592768,170.0,179.0,266.0,295.0,382.0,334.0,7
48.0,82.0,-119.86811304579888,101.0,113.0,225.0,261.0,315.0,304.0,7
176.0,96.0,-117.19111270477912,123.0,163.0,267.0,258.0,353.0,349.0,7
15.0,24.0,-124.8950657599195,145.0,123.0,213.0,259.0,352.0,353.0,7
25.0,75.0,-122.16758925736926,195.0,170.0,252.0,240.0,322.0,301.0,7
109.0,102.0,-107.780703366608,102.0,159.0,222.0,244.0,368.0,338.0,7
40.0,57.0,-121.8828829969854,195.0,138.0,244.0,288.0,396.0,389.0,7
107.0,85.0,-112.86740968398544,163.0,169.0,268.0,202.0,348.0,384.0,7
162.0,87.0,-116.01514756167396,125.0,128.0,234.0,208.0,346.0,350.0,7
85.0,11.0,-122.93440791381956,176.0,182.0,248.0,243.0,317.0,313.0,7
34.0,102.0,-120.54971991643696,145.0,131.0,237.0,255.0,327.0,340.0,7
119.0,78.0,-113.910027286747,185.0,183.0,300.0,265.0,311.0,310.0,7
79.0,88.0,-115.84433807044084,106.0,138.0,274.0,290.0,384.0,341.0,7
46.0,102.0,-119.26370310031834,130.0,147.0,204.0,273.0,362.0,358.0,7
30.0,84.0,-121.43695113773455,164.0,154.0,211.0,266.0,353.0,315.0,7
127.0,81.0,-113.37211534155423,136.0,153.0,214.0,254.0,383.0,302.0,7
53.0,23.0,-123.20130207135604,124.0,118.0,283.0,244.0,383.0,304.0,7
135.0,24.0,-121.44734299541128,191.0,181.0,299.0,267.0,336.0,366.0,7
180.0,7.0,-123.92055471088072,105.0,187.0,209.0,279.0,333.0,392.0,7
115.0,11.0,-122.49741559813664,175.0,153.0,266.0,245.0,393.0,386.0,7
42.0,99.0,-119.79408429899011,169.0,157.0,290.0,257.0,383.0,373.0,7
108.0,46.0,-119.12001994033142,123.0,139.0,277.0,253.0,354.0,313.0,7
80.0,47.0,-120.06803983009894,105.0,186.0,263.0,210.0,331.0,386.0,7
158.0,38.0,-120.78575929538468,146.0,193.0,207.0,276.0,394.0,308.0,7
144.0,88.0,-113.42200587138063,115.0,191.0,224.0,229.0,363.0,331.0,7
42.0,35.0,-123.00674737679648,176.0,150.0,270.0,295.0,350.0,307.0,7
9.0,94.0,-122.89565289391496,200.0,163.0,238.0,238.0,316.0,344.0,7
176.0,43.0,-121.24923638553724,172.0,175.0,209.0,280.0,324.0,314.0,7
122.0,15.0,-122.15128326593162,138.0,194.0,274.0,227.0,306.0,317.0,7
121.0,18.0,-121.88908101974468,200.0,113.0,233.0,286.0,334.0,382.0,7
126.0,25.0,-121.26467116678508,173.0,116.0,232.0,253.0,353.0,321.0,7
148.0,84.0,-114.60424898084544,167.0,124.0,216.0,233.0,366.0,315.0,7
176.0,27.0,-122.4363378569182,121.0,134.0,289.0,242.0,302.0,340.0,7
68.0,2.0,-124.007675732656,147.0,157.0,225.0,255.0,329.0,357.0,7
189.0,14.0,-123.81457483209792,159.0,163.0,206.0,286.0,309.0,331.0,7
170.0,74.0,-118.19362777439204,102.0,195.0,257.0,203.0,319.0,313.0,7
175.0,47.0,-120.87994252913096,168.0,169.0,251.0,225.0,392.0,346.0,7
133.0,76.0,-114.68343068283716,106.0,153.0,220.0,250.0,376.0,349.0,7
105.0,36.0,-120.28558174006,105.0,147.0,263.0,234.0,304.0,342.0,7
129.0,7.0,-122.83860386990288,171.0,126.0,282.0,268.0,362.0,316.0,7
6.0,3.0,-126.14047228792862,182.0,150.0,227.0,203.0,381.0,340.0,7
81.0,77.0,-116.83100361339402,162.0,122.0,247.0,282.0,385.0,343.0,7
150.0,73.0,-116.4233189593125,129.0,112.0,218.0,290.0,395.0,332.0,7
55.0,79.0,-119.35031822037216,108.0,186.0,266.0,263.0,368.0,391.0,7
53.0,35.0,-122.43186142457743,171.0,144.0,295.0,292.0,386.0,306.0,7
163.0,96.0,-115.27011589839486,179.0,168.0,229.0,280.0,394.0,308.0,7
111.0,19.0,-121.83766828887724,191.0,128.0,245.0,233.0,382.0,345.0,7
94.0,75.0,-115.83604498719448,104.0,200.0,271.0,220.0,311.0,379.0,7
6.0,94.0,-123.12363816039652,171.0,130.0,264.0,277.0,374.0,312.0,7
9.0,39.0,-124.58170626311198,135.0,156.0,300.0,209.0,399.0,307.0,7
76.0,51.0,-119.91552883921312,151.0,102.0,225.0,230.0,323.0,378.0,7
24.0,55.0,-123.05070009983451,107.0,163.0,271.0,267.0,347.0,349.0,7
121.0,87.0,-111.74480089205385,192.0,162.0,270.0,281.0,348.0,362.0,7
101.0,83.0,-113.83794971083604,162.0,185.0,297.0,210.0,346.0,400.0,7
179.0,80.0,-118.62042363363344,184.0,148.0,220.0,223.0,318.0,344.0,7
20.0,86.0,-122.20918606298277,130.0,158.0,221.0,275.0,331.0,336.0,7
12.0,100.0,-122.5593581055186,135.0,149.0,206.0,256.0,368.0,346.0,7
73.0,75.0,-117.85583270288106,198.0,196.0,234.0,270.0,343.0,388.0,7
144.0,108.0,-109.76526217523453,151.0,127.0,260.0,258.0,373.0,331.0,7
6.0,75.0,-123.54944886026792,115.0,103.0,277.0,273.0,349.0,334.0,7
8.0,42.0,-124.52060883925952,145.0,100.0,284.0,258.0,341.0,302.0,7
73.0,50.0,-120.18421822634836,128.0,100.0,256.0,265.0,368.0,376.0,7
158.0,110.0,-113.20703692487082,150.0,123.0,221.0,252.0,322.0,358.0,7
36.0,96.0,-120.49951124096988,110.0,191.0,247.0,295.0,392.0,398.0,7
120.0,64.0,-116.4910570388696,166.0,190.0,231.0,208.0,350.0,339.0,7
19.0,6.0,-125.50920636417808,122.0,132.0,259.0,205.0,354.0,388.0,7
58.0,89.0,-118.42174675708584,158.0,195.0,274.0,285.0,382.0,361.0,7
164.0,17.0,-122.72223641649497,149.0,112.0,299.0,227.0,350.0,376.0,7
81.0,28.0,-121.71088847968306,159.0,134.0,277.0,283.0,371.0,399.0,7
116.0,87.0,-111.81598276210198,114.0,191.0,212.0,288.0,307.0,324.0,7
84.0,93.0,-114.54615600820544,166.0,152.0,235.0,264.0,346.0,358.0,7
148.0,107.0,-111.03354159210126,122.0,190.0,259.0,260.0,394.0,349.0,7
55.0,38.0,-122.12786602057888,148.0,177.0,295.0,297.0,381.0,348.0,7
141.0,46.0,-119.33792552140906,102.0,193.0,285.0,200.0,330.0,352.0,7
59.0,28.0,-122.60893997348472,131.0,189.0,286.0,209.0,305.0,395.0,7
104.0,62.0,-117.14525160242836,193.0,156.0,215.0,234.0,351.0,338.0,7
142.0,61.0,-117.53071612352012,158.0,161.0,288.0,293.0,314.0,317.0,7
6.0,11.0,-125.82430736680963,174.0,124.0,211.0,290.0,309.0,318.0,7
86.0,77.0,-116.31622673477796,119.0,193.0,204.0,278.0,314.0,321.0,7
28.0,27.0,-124.13888990152256,192.0,166.0,210.0,263.0,306.0,372.0,7
20.0,24.0,-124.6609744808234,183.0,122.0,296.0,207.0,370.0,380.0,7
116.0,53.0,-118.12227216097108,182.0,149.0,217.0,203.0,360.0,351.0,7
69.0,99.0,-116.36700040784012,196.0,111.0,290.0,232.0,320.0,380.0,7
169.0,5.0,-123.71303545733537,120.0,196.0,237.0,236.0,350.0,355.0,7
128.0,102.0,-107.07216735777838,144.0,120.0,261.0,218.0,328.0,379.0,7
93.0,55.0,-118.5578657813122,116.0,145.0,219.0,201.0,360.0,396.0,7
79.0,58.0,-119.05073206127793,183.0,126.0,207.0,291.0,391.0,387.0,7
155.0,85.0,-115.33472460215408,123.0,120.0,288.0,237.0,368.0,327.0,7
154.0,29.0,-121.4395359389315,149.0,142.0,209.0,257.0,310.0,382.0,7
132.0,31.0,-120.73809591909476,188.0,134.0,293.0,264.0,305.0,370.0,7
164.0,101.0,-115.01806661771896,151.0,104.0,203.0,224.0,384.0,363.0,7
190.0,87.0,-119.35732432710032,184.0,186.0,265.0,236.0,351.0,388.0,7
72.0,16.0,-122.94061496310349,165.0,159.0,288.0,245.0,319.0,379.0,7
121.0,71.0,-115.29166772107962,133.0,182.0,212.0,207.0,367.0,367.0,7
150.0,59.0,-118.21613487000212,159.0,162.0,212.0,295.0,400.0,305.0,7
92.0,45.0,-119.71514405482615,133.0,131.0,256.0,290.0,348.0,337.0,7
118.0,73.0,-114.92650987964696,136.0,111.0,278.0,234.0,318.0,336.0,7
101.0,0.0,-123.4678779480434,111.0,122.0,286.0,208.0,384.0,303.0,7
38.0,50.0,-122.39725824118857,165.0,166.0,239.0,203.0,337.0,383.0,7
70.0,51.0,-120.27961130497351,154.0,103.0,296.0,226.0,369.0,370.0,7
16.0,109.0,-122.11617399037785,192.0,153.0,247.0,235.0,393.0,399.0,7
11.0,109.0,-122.53466883125871,133.0,148.0,229.0,257.0,312.0,384.0,7
164.0,30.0,-121.71410637815666,200.0,108.0,261.0,251.0,316.0,318.0,7
127.0,61.0,-117.0183608010134,191.0,184.0,285.0,292.0,392.0,317.0,7
53.0,57.0,-120.96646671953376,172.0,103.0,291.0,269.0,392.0,387.0,7
30.0,106.0,-120.87256542715062,181.0,113.0,231.0,263.0,387.0,386.0,7
25.0,73.0,-122.24211041429214,180.0,195.0,269.0,290.0,310.0,368.0,7
34.0,6.0,-124.92835120274438,100.0,135.0,265.0,232.0,389.0,305.0,7
7.0,70.0,-123.62361899605526,194.0,122.0,251.0,240.0,341.0,306.0,7
139.0,59.0,-117.66428062993468,185.0,135.0,294.0,287.0,390.0,380.0,7
4.0,33.0,-125.0660689515368,162.0,168.0,238.0,220.0,357.0,324.0,7
64.0,58.0,-120.1025409148649,120.0,186.0,286.0,250.0,341.0,351.0,7
115.0,10.0,-122.57953003596724,121.0,175.0,246.0,209.0,362.0,379.0,7
46.0,18.0,-123.80177728894007,197.0,182.0,295.0,229.0,374.0,310.0,7
87.0,51.0,-119.30610671155677,127.0,136.0,241.0,271.0,363.0,318.0,7
