x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
186.0,89.0,-118.81883977972232,124.0,165.0,212.0,249.0,340.0,394.0,7
153.0,11.0,-122.87540240947246,142.0,185.0,202.0,223.0,334.0,368.0,7
127.0,74.0,-114.81795501945564,100.0,154.0,222.0,253.0,321.0,357.0,7
84.0,54.0,-119.15200148786548,103.0,168.0,220.0,283.0,311.0,365.0,8
32.0,104.0,-120.70954235052317,126.0,196.0,226.0,297.0,302.0,354.0,8
186.0,27.0,-122.878779333551,147.0,197.0,224.0,229.0,340.0,391.0,7
106.0,26.0,-121.25513806611788,118.0,155.0,248.0,275.0,305.0,356.0,11
140.0,20.0,-121.8822386089434,108.0,200.0,265.0,232.0,334.0,353.0,8
73.0,100.0,-115.6781341415888,104.0,156.0,220.0,214.0,300.0,371.0,7
173.0,98.0,-116.64830832692246,148.0,184.0,256.0,275.0,300.0,393.0,7
190.0,2.0,-124.5501235942817,146.0,153.0,280.0,223.0,314.0,395.0,9
130.0,21.0,-121.66316438523572,100.0,182.0,209.0,248.0,318.0,350.0,7
18.0,56.0,-123.39200853674912,141.0,178.0,227.0,297.0,324.0,377.0,10
55.0,39.0,-122.06037569976856,130.0,197.0,258.0,272.0,313.0,386.0,7
26.0,62.0,-122.61427117462996,123.0,191.0,218.0,245.0,338.0,371.0,7
40.0,102.0,-119.92839063748627,108.0,163.0,277.0,216.0,316.0,363.0,7
20.0,16.0,-125.02128251014534,134.0,161.0,268.0,243.0,334.0,377.0,9
70.0,30.0,-121.98104937895562,139.0,194.0,226.0,278.0,323.0,376.0,8
6.0,71.0,-123.66111843611688,112.0,194.0,204.0,277.0,332.0,366.0,7
154.0,72.0,-116.9031318894317,113.0,187.0,239.0,248.0,302.0,357.0,7
185.0,53.0,-121.0660182530529,127.0,191.0,267.0,267.0,328.0,386.0,8
20.0,20.0,-124.84112706496468,133.0,190.0,211.0,256.0,332.0,357.0,7
94.0,22.0,-121.83994811423474,148.0,200.0,222.0,267.0,301.0,375.0,7
129.0,100.0,-108.03565187701788,131.0,158.0,246.0,288.0,320.0,355.0,12
109.0,84.0,-112.93842147694969,105.0,168.0,208.0,201.0,349.0,381.0,7
28.0,69.0,-122.1743038805865,142.0,173.0,212.0,249.0,350.0,362.0,7
159.0,45.0,-120.18121058114568,146.0,186.0,216.0,278.0,309.0,390.0,7
164.0,35.0,-121.30183629173146,137.0,167.0,247.0,224.0,337.0,392.0,7
91.0,10.0,-122.87661384786932,109.0,193.0,208.0,211.0,333.0,388.0,7
23.0,65.0,-122.6995382998,101.0,188.0,299.0,292.0,328.0,374.0,12
48.0,14.0,-123.95224955931944,135.0,154.0,211.0,297.0,345.0,371.0,8
168.0,80.0,-117.4342325404107,129.0,172.0,295.0,216.0,301.0,351.0,9
10.0,108.0,-122.62475329741724,117.0,172.0,250.0,255.0,342.0,359.0,9
115.0,35.0,-120.26357293686462,131.0,174.0,300.0,273.0,330.0,384.0,10
124.0,8.0,-122.7366766956248,106.0,180.0,205.0,231.0,329.0,350.0,7
111.0,10.0,-122.60100229075996,112.0,197.0,300.0,249.0,317.0,362.0,12
56.0,97.0,-118.24804754815614,102.0,178.0,243.0,283.0,300.0,393.0,10
65.0,76.0,-118.5674369435174,104.0,178.0,233.0,211.0,311.0,394.0,7
7.0,4.0,-126.06211014874336,100.0,163.0,299.0,286.0,310.0,363.0,7
26.0,3.0,-125.37665942811071,114.0,195.0,259.0,293.0,350.0,375.0,8
122.0,86.0,-112.02182927184252,132.0,158.0,226.0,278.0,306.0,357.0,8
158.0,76.0,-116.79219633994232,105.0,171.0,239.0,292.0,301.0,371.0,10
69.0,61.0,-119.48326540835724,104.0,170.0,250.0,213.0,343.0,363.0,7
82.0,29.0,-121.59205779751112,146.0,182.0,272.0,229.0,303.0,367.0,9
135.0,10.0,-122.64930314649764,122.0,154.0,290.0,269.0,326.0,367.0,9
34.0,88.0,-120.94299462546084,127.0,177.0,269.0,225.0,303.0,366.0,9
97.0,51.0,-118.85153252180328,123.0,154.0,291.0,228.0,346.0,373.0,9
167.0,108.0,-115.11749653638849,108.0,151.0,276.0,256.0,327.0,358.0,8
172.0,91.0,-116.98819325939148,105.0,173.0,270.0,207.0,301.0,389.0,7
37.0,48.0,-122.56788587760354,120.0,159.0,277.0,282.0,337.0,391.0,12
157.0,69.0,-117.52293112719951,101.0,171.0,283.0,224.0,305.0,390.0,9
103.0,28.0,-121.114566037757,138.0,162.0,286.0,243.0,317.0,385.0,9
48.0,74.0,-120.30328700555036,118.0,184.0,230.0,249.0,315.0,400.0,7
52.0,25.0,-123.11997629132912,126.0,196.0,204.0,266.0,304.0,369.0,7
125.0,84.0,-112.59932421030712,141.0,180.0,203.0,273.0,315.0,368.0,7
30.0,76.0,-121.73443635509372,112.0,156.0,298.0,227.0,332.0,361.0,9
125.0,47.0,-118.89500600269662,129.0,183.0,227.0,238.0,317.0,354.0,7
33.0,57.0,-122.36354238102489,141.0,162.0,210.0,245.0,321.0,364.0,7
170.0,39.0,-121.24981218401116,140.0,151.0,204.0,280.0,301.0,360.0,7
129.0,105.0,-105.9860407563009,114.0,158.0,230.0,269.0,323.0,377.0,7
49.0,15.0,-123.8540752199431,141.0,166.0,206.0,218.0,305.0,378.0,7
98.0,108.0,-109.31124249865228,106.0,171.0,224.0,250.0,328.0,399.0,7
172.0,89.0,-117.14031961526504,142.0,152.0,268.0,294.0,330.0,364.0,11
184.0,82.0,-119.00881746984864,109.0,160.0,206.0,291.0,314.0,379.0,7
91.0,104.0,-111.80039036453776,107.0,182.0,272.0,215.0,332.0,377.0,7
151.0,84.0,-114.9693034004431,120.0,152.0,244.0,268.0,345.0,389.0,10
79.0,29.0,-121.70077499981272,101.0,176.0,266.0,258.0,317.0,395.0,9
175.0,69.0,-119.0876797516924,103.0,194.0,281.0,233.0,323.0,359.0,9
151.0,28.0,-121.43479223998008,117.0,194.0,273.0,244.0,340.0,363.0,9
14.0,7.0,-125.66351538946398,137.0,185.0,255.0,253.0,341.0,387.0,10
155.0,104.0,-113.031350861198,112.0,167.0,292.0,232.0,337.0,376.0,9
31.0,5.0,-125.09196946811426,145.0,156.0,276.0,232.0,332.0,391.0,9
