,x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
35,176.0,72.0,-118.9340645003874,126.0,147.0,203.0,214.0,380.0,307.0,8
36,149.0,97.0,-112.6992726469575,126.0,129.0,215.0,230.0,300.0,312.0,7
37,125.0,20.0,-121.72050868641723,193.0,195.0,213.0,225.0,312.0,317.0,10
38,178.0,83.0,-118.29835226867392,157.0,120.0,209.0,219.0,396.0,332.0,8
39,71.0,97.0,-116.19965675045928,130.0,102.0,285.0,287.0,371.0,394.0,7
40,104.0,55.0,-118.10349436396676,157.0,125.0,201.0,246.0,368.0,311.0,8
41,103.0,19.0,-121.9294002234082,102.0,196.0,263.0,280.0,326.0,400.0,10
42,66.0,30.0,-122.15460125643656,125.0,129.0,257.0,259.0,373.0,356.0,10
43,71.0,22.0,-122.54100065809794,123.0,137.0,273.0,298.0,339.0,343.0,11
44,64.0,36.0,-121.80499157068144,131.0,100.0,238.0,217.0,376.0,302.0,10
45,30.0,31.0,-123.84191160197368,144.0,167.0,255.0,205.0,313.0,357.0,12
46,137.0,33.0,-120.61917540341136,113.0,191.0,299.0,273.0,351.0,343.0,9
47,106.0,43.0,-119.50762756524966,154.0,175.0,285.0,292.0,314.0,343.0,9
48,87.0,53.0,-119.09220204823096,118.0,137.0,290.0,200.0,360.0,313.0,8
49,177.0,44.0,-121.22877075866458,189.0,170.0,203.0,226.0,372.0,335.0,9
50,92.0,93.0,-113.2417562779987,168.0,159.0,285.0,292.0,321.0,349.0,7
51,38.0,84.0,-120.72478193134972,128.0,190.0,297.0,224.0,373.0,316.0,9
52,178.0,100.0,-117.25049145665304,196.0,144.0,260.0,216.0,312.0,395.0,8
53,172.0,68.0,-118.91084474292036,174.0,119.0,242.0,264.0,310.0,344.0,8
54,90.0,76.0,-116.05587899845315,117.0,157.0,279.0,249.0,354.0,312.0,7
55,81.0,82.0,-116.2564982941988,114.0,116.0,297.0,279.0,308.0,305.0,7
56,12.0,61.0,-123.58760383737334,153.0,193.0,260.0,293.0,346.0,358.0,12
57,65.0,78.0,-118.40875710552535,118.0,152.0,215.0,299.0,338.0,380.0,8
58,98.0,2.0,-123.35924892697778,132.0,132.0,210.0,257.0,347.0,386.0,12
59,45.0,10.0,-124.29672898310736,110.0,104.0,205.0,226.0,367.0,357.0,12
60,174.0,50.0,-120.579034007478,190.0,179.0,227.0,247.0,301.0,303.0,9
61,116.0,105.0,-105.04252573268516,193.0,167.0,275.0,253.0,353.0,301.0,7
62,185.0,28.0,-122.76779800622116,189.0,183.0,271.0,290.0,331.0,316.0,11
63,163.0,22.0,-122.31113677868314,192.0,105.0,221.0,282.0,300.0,355.0,10
64,27.0,87.0,-121.59733764936686,150.0,111.0,207.0,250.0,362.0,394.0,10
65,165.0,103.0,-115.04851891777125,150.0,150.0,299.0,282.0,326.0,330.0,7
66,79.0,24.0,-122.10438917415638,159.0,102.0,247.0,241.0,374.0,364.0,10
67,70.0,69.0,-118.69277027318311,195.0,165.0,277.0,256.0,351.0,372.0,8
68,181.0,74.0,-119.24963821228673,189.0,110.0,251.0,221.0,329.0,320.0,8
69,132.0,5.0,-123.01653594105125,137.0,149.0,237.0,299.0,348.0,338.0,11
70,119.0,91.0,-110.59333644657757,135.0,195.0,273.0,238.0,363.0,365.0,7
71,14.0,23.0,-124.98410173721972,115.0,192.0,233.0,224.0,343.0,315.0,12
72,190.0,57.0,-121.14327753532756,194.0,146.0,256.0,291.0,385.0,318.0,9
73,30.0,62.0,-122.3342719054492,128.0,126.0,236.0,294.0,323.0,302.0,10
74,107.0,17.0,-122.050604723893,168.0,178.0,272.0,203.0,386.0,373.0,10
75,99.0,43.0,-119.68598965610576,136.0,171.0,231.0,258.0,351.0,395.0,9
76,40.0,67.0,-121.34854251278637,164.0,105.0,255.0,217.0,399.0,386.0,10
77,31.0,60.0,-122.35672628737728,176.0,178.0,265.0,285.0,317.0,333.0,10
78,111.0,59.0,-117.3621177386758,157.0,179.0,295.0,223.0,329.0,319.0,8
79,99.0,74.0,-115.58840824763767,141.0,192.0,208.0,258.0,345.0,395.0,7
80,9.0,96.0,-122.86059737560026,111.0,139.0,258.0,242.0,386.0,378.0,11
81,24.0,14.0,-124.94178106491712,103.0,154.0,225.0,255.0,398.0,316.0,12
82,35.0,80.0,-121.15552564333868,122.0,177.0,267.0,231.0,316.0,385.0,9
83,143.0,7.0,-122.99031204891202,100.0,193.0,207.0,203.0,302.0,305.0,11
84,74.0,21.0,-122.50759151316268,135.0,136.0,244.0,273.0,384.0,355.0,11
85,1.0,89.0,-123.57817381967408,183.0,188.0,242.0,221.0,347.0,375.0,12
86,43.0,48.0,-122.19497453025112,104.0,154.0,265.0,272.0,338.0,387.0,10
87,7.0,54.0,-124.14122675301309,147.0,134.0,216.0,213.0,346.0,319.0,12
88,13.0,20.0,-125.15623711992424,106.0,114.0,203.0,288.0,302.0,371.0,12
89,114.0,109.0,-103.1735562126655,154.0,177.0,272.0,228.0,337.0,338.0,7
90,84.0,75.0,-116.76498473412164,126.0,137.0,256.0,236.0,399.0,392.0,7
91,90.0,102.0,-112.29099320932788,113.0,189.0,235.0,209.0,355.0,394.0,7
92,104.0,22.0,-121.65038362765088,147.0,179.0,215.0,204.0,345.0,346.0,10
93,36.0,50.0,-122.5239988777928,140.0,127.0,220.0,248.0,313.0,310.0,11
94,173.0,105.0,-116.27104507888367,133.0,151.0,247.0,221.0,335.0,327.0,7
95,28.0,43.0,-123.3592350804086,156.0,191.0,252.0,222.0,306.0,321.0,12
96,27.0,14.0,-124.81509895460697,106.0,197.0,253.0,202.0,387.0,394.0,12
97,10.0,44.0,-124.33496870507848,148.0,161.0,272.0,201.0,306.0,337.0,12
98,40.0,81.0,-120.66939846257569,154.0,182.0,297.0,253.0,320.0,389.0,9
99,56.0,46.0,-121.52309971850974,200.0,162.0,225.0,293.0,351.0,363.0,10
100,81.0,16.0,-122.6626988296054,122.0,112.0,271.0,267.0,315.0,330.0,11
101,64.0,44.0,-121.20133008534586,142.0,197.0,210.0,213.0,310.0,396.0,9
102,105.0,12.0,-122.49274791331008,172.0,151.0,289.0,280.0,345.0,396.0,11
103,0.0,106.0,-123.41655904383998,164.0,102.0,214.0,287.0,388.0,309.0,12
104,43.0,65.0,-121.22240505656627,199.0,152.0,272.0,292.0,384.0,303.0,9
105,103.0,9.0,-122.75821866533514,101.0,172.0,267.0,248.0,344.0,305.0,11
106,163.0,19.0,-122.54066482131772,180.0,101.0,232.0,285.0,386.0,320.0,11
107,189.0,18.0,-123.5730186963324,198.0,188.0,285.0,261.0,348.0,365.0,12
108,25.0,3.0,-125.41432032672635,185.0,175.0,282.0,231.0,369.0,346.0,12
109,6.0,22.0,-125.39170369983428,132.0,187.0,259.0,218.0,307.0,367.0,12
110,28.0,78.0,-121.81944807673328,105.0,145.0,230.0,274.0,399.0,324.0,10
111,27.0,76.0,-121.9740409942857,122.0,101.0,248.0,224.0,386.0,303.0,10
112,3.0,34.0,-125.07887623957824,169.0,149.0,227.0,232.0,330.0,330.0,12
113,73.0,37.0,-121.29341628077788,184.0,122.0,281.0,259.0,325.0,300.0,9
114,126.0,84.0,-112.63460100832664,194.0,169.0,277.0,276.0,380.0,344.0,7
115,45.0,66.0,-121.00995707989526,155.0,153.0,253.0,276.0,383.0,355.0,9
116,30.0,104.0,-120.90545925308108,128.0,180.0,261.0,205.0,302.0,375.0,9
117,55.0,54.0,-121.03143617922058,200.0,172.0,270.0,271.0,313.0,327.0,9
118,94.0,58.0,-118.14584633847647,161.0,196.0,240.0,218.0,331.0,347.0,8
119,147.0,3.0,-123.35432246480454,127.0,108.0,235.0,255.0,393.0,339.0,12
120,77.0,8.0,-123.35698248673546,103.0,144.0,286.0,212.0,383.0,395.0,12
121,38.0,70.0,-121.35558838362005,116.0,122.0,236.0,242.0,358.0,367.0,10
122,153.0,30.0,-121.3196328407724,167.0,166.0,213.0,221.0,353.0,380.0,10
123,74.0,71.0,-118.14644974559218,106.0,133.0,248.0,210.0,375.0,350.0,8
124,42.0,109.0,-119.56504953032648,111.0,118.0,284.0,244.0,315.0,336.0,9
125,140.0,6.0,-123.024053476931,137.0,106.0,264.0,249.0,305.0,388.0,11
126,1.0,29.0,-125.3599628300318,182.0,189.0,253.0,297.0,309.0,349.0,12
127,30.0,44.0,-123.19452376569411,105.0,100.0,284.0,204.0,369.0,396.0,11
128,83.0,21.0,-122.21523016125552,130.0,188.0,293.0,250.0,357.0,372.0,10
129,27.0,45.0,-123.32180128127226,133.0,109.0,291.0,245.0,336.0,352.0,11
130,26.0,13.0,-124.90482346961554,145.0,170.0,245.0,211.0,304.0,372.0,12
131,40.0,33.0,-123.22467549633149,105.0,147.0,261.0,203.0,313.0,391.0,11
132,41.0,110.0,-119.66226218937686,107.0,120.0,281.0,241.0,324.0,312.0,9
133,64.0,85.0,-117.98732886294816,157.0,114.0,269.0,293.0,356.0,316.0,8
134,175.0,97.0,-116.9937615300622,128.0,181.0,212.0,287.0,348.0,345.0,8
135,16.0,90.0,-122.42907117534028,152.0,180.0,213.0,258.0,316.0,331.0,11
136,148.0,51.0,-119.0410263466961,160.0,159.0,241.0,273.0,377.0,399.0,8
137,44.0,3.0,-124.71846533685098,164.0,172.0,247.0,232.0,356.0,390.0,12
138,139.0,66.0,-116.6730991752381,100.0,186.0,270.0,241.0,374.0,313.0,7
139,150.0,81.0,-115.28959638096283,199.0,138.0,248.0,221.0,315.0,313.0,7
140,29.0,47.0,-123.10730155911202,131.0,107.0,228.0,204.0,350.0,337.0,11
141,73.0,50.0,-120.18421822634836,140.0,155.0,272.0,268.0,370.0,313.0,9
142,46.0,36.0,-122.73588381196282,125.0,190.0,221.0,268.0,333.0,320.0,11
143,173.0,20.0,-122.81389610799609,162.0,158.0,207.0,202.0,310.0,376.0,11
144,56.0,84.0,-118.94045504114176,155.0,131.0,231.0,207.0,342.0,313.0,8
145,122.0,24.0,-121.3441040006644,187.0,175.0,253.0,282.0,314.0,398.0,10
146,4.0,28.0,-125.2539700206793,181.0,189.0,237.0,252.0,353.0,354.0,12
147,41.0,28.0,-123.45583480471024,168.0,190.0,265.0,276.0,312.0,373.0,12
148,83.0,85.0,-115.65686243622002,104.0,143.0,266.0,287.0,307.0,310.0,7
149,62.0,34.0,-122.04912082565592,118.0,192.0,277.0,251.0,390.0,379.0,10
150,73.0,37.0,-121.29341628077788,100.0,165.0,257.0,204.0,370.0,393.0,10
151,125.0,5.0,-122.97753868249444,156.0,107.0,277.0,205.0,314.0,304.0,11
152,101.0,49.0,-118.94447142277812,145.0,184.0,208.0,225.0,359.0,353.0,8
153,17.0,110.0,-122.0211084626915,189.0,176.0,286.0,204.0,325.0,310.0,10
154,121.0,2.0,-123.20219402909,200.0,140.0,252.0,241.0,327.0,368.0,11
155,121.0,72.0,-115.10643502287346,116.0,182.0,245.0,297.0,387.0,349.0,7
156,180.0,107.0,-117.25092398481551,159.0,125.0,281.0,211.0,394.0,328.0,8
157,176.0,83.0,-118.07587709570647,164.0,177.0,217.0,213.0,308.0,397.0,8
158,145.0,37.0,-120.41423610956024,144.0,186.0,242.0,263.0,303.0,352.0,9
159,115.0,53.0,-118.13172541306892,149.0,127.0,224.0,278.0,378.0,366.0,8
160,53.0,37.0,-122.30089418569702,114.0,198.0,227.0,282.0,383.0,351.0,10
161,147.0,82.0,-114.8046248074103,107.0,119.0,213.0,258.0,381.0,360.0,7
162,35.0,105.0,-120.38881541389384,141.0,186.0,272.0,251.0,376.0,387.0,9
163,161.0,94.0,-115.14509945671576,149.0,197.0,232.0,205.0,384.0,390.0,7
164,187.0,67.0,-120.26008412507623,152.0,200.0,300.0,212.0,307.0,365.0,9
165,80.0,78.0,-116.82305505536164,130.0,175.0,219.0,267.0,338.0,303.0,8
166,133.0,40.0,-119.81293061368848,152.0,108.0,215.0,272.0,344.0,334.0,9
167,19.0,86.0,-122.2895500754144,186.0,127.0,277.0,223.0,337.0,305.0,10
168,92.0,12.0,-122.70161291444276,191.0,185.0,235.0,216.0,328.0,347.0,11
169,162.0,42.0,-120.6033942745515,127.0,123.0,274.0,228.0,312.0,345.0,9
170,136.0,21.0,-121.73206627691184,197.0,150.0,287.0,237.0,334.0,349.0,10
171,43.0,76.0,-120.63818853893156,122.0,108.0,299.0,278.0,355.0,317.0,9
172,116.0,21.0,-121.62816550750546,181.0,107.0,216.0,208.0,318.0,400.0,10
173,76.0,29.0,-121.81484702542691,105.0,191.0,219.0,252.0,364.0,320.0,10
174,169.0,93.0,-116.42460411885244,146.0,130.0,232.0,217.0,392.0,378.0,7
175,65.0,95.0,-117.18592725752504,114.0,113.0,274.0,229.0,307.0,313.0,8
176,143.0,50.0,-118.9484689545764,179.0,118.0,210.0,267.0,397.0,322.0,8
177,189.0,3.0,-124.45960282593046,127.0,109.0,281.0,294.0,300.0,397.0,12
178,80.0,77.0,-116.93504268726365,141.0,122.0,288.0,229.0,352.0,352.0,8
179,147.0,56.0,-118.41347496684112,170.0,183.0,291.0,263.0,381.0,357.0,8
180,160.0,109.0,-113.70020362625876,199.0,115.0,300.0,263.0,314.0,397.0,7
181,109.0,78.0,-114.2157260538707,102.0,132.0,255.0,226.0,384.0,322.0,7
182,77.0,109.0,-114.41330305866614,177.0,188.0,222.0,244.0,353.0,358.0,7
183,39.0,49.0,-122.38875920955462,184.0,133.0,285.0,284.0,353.0,344.0,10
184,130.0,4.0,-123.07954160316456,102.0,178.0,236.0,255.0,373.0,331.0,11
185,33.0,109.0,-120.53045066078356,141.0,189.0,295.0,268.0,385.0,328.0,9
186,37.0,104.0,-120.20101839581665,140.0,200.0,285.0,255.0,376.0,359.0,9
187,138.0,93.0,-111.54083981305764,120.0,177.0,253.0,292.0,307.0,338.0,7
188,100.0,4.0,-123.18303409232932,181.0,139.0,283.0,300.0,325.0,310.0,11
189,134.0,4.0,-123.11060701255904,138.0,114.0,207.0,289.0,368.0,395.0,11
190,127.0,33.0,-120.48277158740883,136.0,135.0,212.0,274.0,343.0,319.0,9
191,120.0,19.0,-121.8000989415234,192.0,108.0,218.0,250.0,338.0,371.0,10
192,139.0,64.0,-116.96633563692184,126.0,114.0,259.0,298.0,368.0,316.0,8
193,129.0,75.0,-114.69104434826036,152.0,190.0,271.0,290.0,359.0,359.0,7
194,173.0,2.0,-124.02139480937166,161.0,156.0,249.0,293.0,313.0,328.0,12
195,98.0,68.0,-116.57767535259929,176.0,110.0,245.0,271.0,371.0,307.0,7
196,80.0,39.0,-120.80376048140668,144.0,153.0,268.0,216.0,374.0,318.0,9
197,37.0,45.0,-122.72943379828416,133.0,139.0,274.0,246.0,314.0,380.0,11
198,43.0,109.0,-119.45126076630623,184.0,103.0,208.0,257.0,313.0,394.0,8
199,118.0,95.0,-109.29294783335752,188.0,198.0,286.0,232.0,330.0,372.0,7
