,x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
38,171.0,58.0,-119.70713744200135,101.0,196.0,207.0,213.0,311.0,392.0,7
39,48.0,87.0,-119.61981139048451,117.0,158.0,247.0,245.0,309.0,360.0,7
40,21.0,6.0,-125.43081755187976,120.0,157.0,252.0,213.0,327.0,384.0,11
41,72.0,49.0,-120.33112921409212,142.0,190.0,253.0,278.0,309.0,386.0,7
42,78.0,55.0,-119.41316117642012,143.0,152.0,204.0,286.0,346.0,380.0,7
43,6.0,107.0,-122.95158902925697,103.0,195.0,271.0,210.0,331.0,371.0,8
44,126.0,22.0,-121.54379055424964,108.0,187.0,267.0,212.0,347.0,374.0,8
45,17.0,82.0,-122.55775829406306,107.0,189.0,219.0,295.0,338.0,357.0,8
46,50.0,109.0,-118.61291035708928,128.0,181.0,280.0,201.0,343.0,364.0,7
47,138.0,99.0,-110.0871398274902,114.0,172.0,276.0,235.0,337.0,367.0,7
48,87.0,36.0,-120.7938288029037,148.0,163.0,246.0,215.0,331.0,351.0,8
49,91.0,6.0,-123.17803993436158,139.0,160.0,231.0,264.0,347.0,357.0,9
50,183.0,51.0,-121.07536969314748,104.0,162.0,237.0,260.0,306.0,367.0,8
51,148.0,23.0,-121.78929228156056,123.0,193.0,283.0,219.0,306.0,369.0,8
52,106.0,2.0,-123.26719827751208,107.0,184.0,283.0,273.0,327.0,383.0,9
53,149.0,96.0,-112.85359666288058,125.0,150.0,256.0,259.0,344.0,355.0,7
54,169.0,75.0,-118.0037010153404,124.0,155.0,209.0,223.0,314.0,364.0,7
55,60.0,90.0,-118.12704163983952,150.0,193.0,269.0,286.0,328.0,356.0,7
56,0.0,74.0,-123.97674996107764,114.0,182.0,213.0,254.0,342.0,378.0,9
57,141.0,82.0,-114.17166558016729,145.0,184.0,282.0,298.0,322.0,364.0,7
58,108.0,110.0,-105.12363948945956,126.0,195.0,258.0,294.0,319.0,358.0,7
59,94.0,59.0,-118.02196894432012,111.0,190.0,226.0,226.0,309.0,384.0,7
60,24.0,3.0,-125.4520623103956,135.0,186.0,217.0,237.0,310.0,378.0,11
61,84.0,61.0,-118.39657772650396,140.0,185.0,215.0,209.0,328.0,375.0,7
62,58.0,50.0,-121.11603284698135,118.0,188.0,261.0,272.0,308.0,388.0,8
63,43.0,81.0,-120.39378070883976,136.0,168.0,280.0,213.0,326.0,350.0,8
64,76.0,10.0,-123.2440101223471,136.0,196.0,291.0,251.0,323.0,396.0,9
65,53.0,13.0,-123.81785966737564,119.0,150.0,266.0,263.0,338.0,375.0,9
66,167.0,7.0,-123.52216427168553,119.0,184.0,300.0,200.0,339.0,357.0,9
67,150.0,104.0,-111.91413859069073,137.0,174.0,210.0,214.0,345.0,359.0,7
68,46.0,5.0,-124.53805800260778,130.0,194.0,206.0,203.0,339.0,369.0,10
69,173.0,17.0,-123.02382124236584,120.0,164.0,273.0,266.0,347.0,364.0,9
70,152.0,48.0,-119.548929811546,148.0,195.0,279.0,229.0,328.0,368.0,7
71,133.0,103.0,-107.78175595655878,113.0,157.0,221.0,300.0,316.0,395.0,7
72,156.0,62.0,-118.24947757489124,150.0,150.0,223.0,203.0,343.0,364.0,7
73,165.0,44.0,-120.5748386849502,108.0,183.0,214.0,264.0,305.0,358.0,8
74,36.0,6.0,-124.85256383523344,101.0,160.0,238.0,258.0,346.0,368.0,10
75,8.0,89.0,-123.0689371306842,135.0,162.0,255.0,236.0,315.0,360.0,9
76,6.0,92.0,-123.15932669756684,117.0,166.0,291.0,288.0,340.0,366.0,9
77,18.0,5.0,-125.59234988939323,105.0,160.0,255.0,278.0,336.0,395.0,11
78,19.0,15.0,-125.10915876681996,101.0,154.0,257.0,242.0,305.0,366.0,11
79,186.0,80.0,-119.33660239282264,140.0,163.0,248.0,271.0,300.0,352.0,7
80,32.0,7.0,-124.95505125067253,139.0,157.0,217.0,238.0,314.0,352.0,10
81,157.0,104.0,-113.4501968958032,144.0,159.0,261.0,204.0,334.0,389.0,7
82,128.0,104.0,-106.20042470262894,136.0,152.0,267.0,245.0,337.0,391.0,7
83,83.0,17.0,-122.5295420839771,128.0,191.0,289.0,243.0,338.0,365.0,8
84,159.0,40.0,-120.64658055466744,149.0,168.0,210.0,273.0,307.0,390.0,8
85,29.0,71.0,-122.01562014799116,149.0,172.0,222.0,280.0,318.0,395.0,8
86,134.0,66.0,-116.44479630399766,120.0,194.0,228.0,272.0,303.0,354.0,7
87,25.0,101.0,-121.42921623941832,105.0,161.0,239.0,273.0,333.0,374.0,8
88,57.0,102.0,-117.9117404193592,101.0,150.0,293.0,241.0,315.0,399.0,7
89,113.0,15.0,-122.17146984720122,142.0,158.0,242.0,237.0,340.0,388.0,8
90,33.0,9.0,-124.81611216224422,108.0,196.0,229.0,217.0,345.0,360.0,10
91,19.0,3.0,-125.64183044987806,125.0,197.0,277.0,282.0,344.0,370.0,12
92,55.0,43.0,-121.78869474725832,107.0,166.0,209.0,254.0,338.0,353.0,8
93,31.0,101.0,-120.86610360723064,128.0,200.0,227.0,236.0,347.0,392.0,8
94,106.0,105.0,-107.538729276067,107.0,162.0,239.0,300.0,343.0,356.0,7
95,182.0,28.0,-122.63082472810196,127.0,191.0,299.0,267.0,342.0,352.0,8
96,148.0,79.0,-115.37455879561756,134.0,194.0,261.0,274.0,312.0,388.0,7
97,157.0,96.0,-114.27663051993898,134.0,180.0,221.0,205.0,348.0,387.0,7
98,98.0,61.0,-117.55636686538668,141.0,171.0,245.0,256.0,340.0,393.0,7
99,75.0,58.0,-119.32258810914009,138.0,158.0,261.0,278.0,308.0,366.0,7
100,73.0,101.0,-115.6101130205524,129.0,184.0,264.0,288.0,303.0,369.0,7
101,59.0,95.0,-117.96928122354755,118.0,198.0,272.0,291.0,335.0,376.0,7
102,169.0,44.0,-120.78588773215095,135.0,156.0,207.0,215.0,342.0,397.0,8
103,60.0,17.0,-123.30049671991448,119.0,156.0,284.0,256.0,335.0,378.0,9
104,152.0,78.0,-115.92675899441318,137.0,173.0,212.0,233.0,317.0,397.0,7
105,131.0,68.0,-116.0116348613785,128.0,187.0,285.0,230.0,344.0,393.0,7
106,64.0,44.0,-121.20133008534586,119.0,167.0,292.0,287.0,311.0,389.0,8
107,145.0,93.0,-112.6598688167804,146.0,160.0,267.0,290.0,330.0,383.0,7
108,175.0,42.0,-121.27159090881548,105.0,186.0,221.0,276.0,342.0,365.0,8
109,84.0,3.0,-123.53774237855392,103.0,167.0,247.0,239.0,333.0,379.0,9
110,78.0,52.0,-119.70297325720574,131.0,175.0,222.0,215.0,308.0,377.0,7
111,52.0,78.0,-119.70297325720574,111.0,163.0,275.0,216.0,321.0,377.0,7
112,58.0,66.0,-119.95848014732056,115.0,173.0,267.0,201.0,346.0,390.0,7
113,172.0,18.0,-122.91845308097932,149.0,161.0,268.0,247.0,332.0,395.0,8
114,50.0,11.0,-124.05007133526496,137.0,197.0,298.0,204.0,312.0,372.0,9
115,17.0,19.0,-125.0199869972836,107.0,181.0,270.0,280.0,315.0,391.0,11
116,47.0,94.0,-119.42202564999974,131.0,152.0,259.0,221.0,337.0,385.0,7
117,159.0,63.0,-118.35265022755758,111.0,164.0,220.0,234.0,334.0,400.0,7
118,132.0,99.0,-108.90228552572756,146.0,156.0,235.0,276.0,347.0,373.0,7
119,74.0,54.0,-119.76217495739076,109.0,171.0,255.0,227.0,339.0,377.0,7
120,177.0,41.0,-121.45618060952992,106.0,182.0,300.0,237.0,332.0,387.0,8
121,89.0,91.0,-114.0242281373061,120.0,189.0,211.0,201.0,335.0,363.0,7
122,86.0,49.0,-119.5652311533085,145.0,156.0,261.0,268.0,346.0,370.0,7
123,48.0,98.0,-119.1613930774997,120.0,162.0,212.0,294.0,323.0,369.0,7
124,71.0,67.0,-118.78775219929742,126.0,172.0,285.0,293.0,350.0,383.0,7
125,168.0,59.0,-119.40382815118264,115.0,194.0,283.0,236.0,327.0,362.0,7
126,1.0,5.0,-126.25733042710732,119.0,152.0,225.0,279.0,314.0,397.0,12
127,90.0,77.0,-115.9162198693403,102.0,176.0,219.0,206.0,316.0,390.0,7
128,61.0,8.0,-123.84187637182352,129.0,172.0,267.0,243.0,312.0,388.0,9
129,68.0,86.0,-117.43941422167212,108.0,180.0,222.0,263.0,312.0,377.0,7
130,187.0,75.0,-119.74338751991048,147.0,162.0,223.0,231.0,319.0,360.0,7
131,151.0,14.0,-122.598532986748,145.0,180.0,224.0,292.0,337.0,353.0,8
132,186.0,104.0,-118.1664084856162,113.0,157.0,292.0,230.0,328.0,400.0,7
133,36.0,12.0,-124.54299208119514,143.0,187.0,289.0,277.0,347.0,356.0,10
134,127.0,7.0,-122.82775101281996,133.0,199.0,300.0,268.0,309.0,366.0,8
135,4.0,11.0,-125.90686733507746,113.0,189.0,247.0,201.0,318.0,378.0,12
136,73.0,5.0,-123.67175026183484,143.0,175.0,236.0,289.0,329.0,351.0,9
137,101.0,55.0,-118.20866052496127,141.0,183.0,253.0,253.0,344.0,350.0,7
138,63.0,31.0,-122.21730195918424,101.0,173.0,280.0,212.0,322.0,360.0,8
139,137.0,25.0,-121.3856978394192,118.0,200.0,265.0,234.0,320.0,354.0,8
140,181.0,106.0,-117.42598766803616,111.0,187.0,298.0,224.0,350.0,350.0,7
141,44.0,4.0,-124.66423202852351,130.0,192.0,247.0,286.0,323.0,388.0,10
142,29.0,71.0,-122.01562014799116,143.0,153.0,290.0,295.0,318.0,363.0,8
143,152.0,38.0,-120.54980801233788,147.0,153.0,297.0,295.0,310.0,372.0,8
144,186.0,13.0,-123.76069134527631,135.0,167.0,268.0,243.0,325.0,394.0,9
145,174.0,61.0,-119.67122032503286,126.0,189.0,247.0,279.0,327.0,352.0,7
146,119.0,11.0,-122.48756635356614,114.0,151.0,273.0,214.0,331.0,388.0,8
147,18.0,16.0,-125.1078882193705,135.0,193.0,285.0,262.0,304.0,386.0,11
148,40.0,36.0,-123.05622296515456,127.0,159.0,251.0,282.0,350.0,355.0,9
149,85.0,69.0,-117.39991116415712,148.0,195.0,231.0,286.0,335.0,379.0,7
150,157.0,16.0,-122.5925765108178,145.0,169.0,228.0,275.0,322.0,350.0,8
151,151.0,39.0,-120.41655508878034,108.0,153.0,211.0,220.0,326.0,374.0,8
152,181.0,88.0,-118.3058774114172,141.0,151.0,269.0,216.0,338.0,398.0,7
153,179.0,73.0,-119.13551035980032,146.0,166.0,266.0,290.0,349.0,364.0,7
154,174.0,85.0,-117.69449189624976,137.0,181.0,206.0,204.0,311.0,379.0,7
155,150.0,10.0,-122.8865205000929,130.0,179.0,217.0,246.0,309.0,399.0,8
156,83.0,99.0,-114.04136602468196,139.0,188.0,226.0,245.0,313.0,387.0,7
157,172.0,25.0,-122.4160489620781,131.0,166.0,231.0,269.0,305.0,354.0,8
158,73.0,54.0,-119.8264000573275,132.0,167.0,290.0,204.0,312.0,389.0,7
159,31.0,14.0,-124.64703730733024,101.0,153.0,253.0,260.0,349.0,367.0,10
160,34.0,72.0,-121.58170345121994,134.0,156.0,202.0,235.0,329.0,387.0,8
161,37.0,19.0,-124.13271359771925,130.0,179.0,271.0,279.0,327.0,384.0,9
162,169.0,52.0,-120.0986548472971,110.0,197.0,218.0,262.0,317.0,385.0,7
163,7.0,93.0,-123.06609325350556,109.0,190.0,201.0,226.0,343.0,356.0,9
164,86.0,57.0,-118.71195680970452,146.0,161.0,233.0,277.0,334.0,383.0,7
165,54.0,19.0,-123.40978399375712,130.0,157.0,284.0,257.0,327.0,372.0,9
166,57.0,16.0,-123.47956793701223,135.0,151.0,276.0,255.0,345.0,383.0,9
167,68.0,53.0,-120.23747160842424,150.0,159.0,286.0,226.0,321.0,394.0,7
168,101.0,108.0,-108.34330476032476,132.0,152.0,284.0,223.0,340.0,363.0,7
169,7.0,44.0,-124.50042014064488,104.0,181.0,271.0,232.0,326.0,380.0,10
170,6.0,51.0,-124.30457123870023,109.0,173.0,231.0,205.0,331.0,375.0,10
171,123.0,75.0,-114.54213737885776,122.0,194.0,300.0,211.0,330.0,365.0,7
172,97.0,59.0,-117.868341650911,139.0,193.0,265.0,246.0,311.0,360.0,7
173,65.0,79.0,-118.33012662049391,146.0,198.0,275.0,210.0,315.0,360.0,7
174,116.0,91.0,-110.67965357018666,118.0,155.0,219.0,272.0,350.0,380.0,7
175,181.0,11.0,-123.70342591201944,114.0,171.0,207.0,214.0,322.0,380.0,9
176,67.0,102.0,-116.49781005739275,147.0,157.0,221.0,289.0,328.0,361.0,7
177,130.0,19.0,-121.84168629226708,112.0,192.0,218.0,272.0,341.0,368.0,8
178,157.0,105.0,-113.36114690031812,123.0,152.0,253.0,232.0,309.0,362.0,7
179,54.0,84.0,-119.15200148786548,143.0,170.0,210.0,200.0,325.0,354.0,7
180,72.0,5.0,-123.69946638838697,101.0,185.0,300.0,289.0,301.0,380.0,9
181,101.0,94.0,-111.5517815046142,145.0,184.0,247.0,212.0,344.0,395.0,7
182,16.0,6.0,-125.62712896037915,127.0,170.0,214.0,261.0,326.0,377.0,11
183,152.0,65.0,-117.61692895729638,110.0,159.0,200.0,289.0,340.0,362.0,7
184,187.0,45.0,-121.74025226683634,123.0,195.0,284.0,273.0,329.0,382.0,8
185,87.0,88.0,-114.73747785749208,110.0,172.0,270.0,217.0,310.0,368.0,7
186,107.0,10.0,-122.63410781834776,103.0,155.0,297.0,299.0,307.0,381.0,8
187,70.0,107.0,-115.7760491072994,130.0,174.0,263.0,257.0,346.0,361.0,7
188,123.0,38.0,-119.9278582462316,140.0,173.0,210.0,217.0,310.0,381.0,7
189,188.0,5.0,-124.31009956572132,108.0,179.0,256.0,219.0,334.0,391.0,10
190,10.0,41.0,-124.4507233479344,138.0,185.0,206.0,201.0,342.0,395.0,10
191,7.0,93.0,-123.06609325350556,142.0,180.0,211.0,200.0,316.0,399.0,9
192,65.0,105.0,-116.66081466503412,126.0,174.0,226.0,256.0,336.0,379.0,7
193,150.0,0.0,-123.6216631687011,130.0,180.0,259.0,228.0,311.0,384.0,9
194,27.0,56.0,-122.81133608582032,144.0,188.0,283.0,281.0,325.0,378.0,8
195,184.0,77.0,-119.33019728172228,114.0,168.0,205.0,246.0,336.0,360.0,7
196,33.0,81.0,-121.28845451713858,127.0,199.0,218.0,248.0,340.0,365.0,8
197,41.0,42.0,-122.66095890157791,114.0,160.0,251.0,278.0,347.0,383.0,8
198,83.0,104.0,-113.555729540076,119.0,179.0,201.0,253.0,329.0,363.0,7
199,129.0,87.0,-112.04432245913004,132.0,185.0,299.0,214.0,312.0,396.0,7
