x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
73.0,39.0,-121.12828511148491,120.0,127.0,254.0,300.0,381.0,393.0,7
187.0,108.0,-118.18451370125916,141.0,115.0,211.0,271.0,331.0,318.0,7
174.0,57.0,-120.00448417944249,186.0,163.0,216.0,235.0,315.0,382.0,7
11.0,55.0,-123.86495577432608,193.0,199.0,298.0,300.0,318.0,307.0,8
56.0,3.0,-124.31138948929303,194.0,174.0,217.0,290.0,362.0,365.0,8
142.0,78.0,-114.96677555657226,170.0,145.0,243.0,290.0,301.0,350.0,10
102.0,76.0,-115.03359508446007,124.0,108.0,242.0,231.0,304.0,366.0,7
143.0,92.0,-112.52642326470828,128.0,103.0,265.0,229.0,301.0,377.0,8
47.0,77.0,-120.22715757547932,103.0,108.0,287.0,290.0,375.0,375.0,7
137.0,91.0,-111.86436493399395,163.0,133.0,287.0,291.0,362.0,346.0,7
87.0,87.0,-114.8732643193306,192.0,144.0,272.0,235.0,393.0,379.0,8
163.0,79.0,-116.98285940584898,151.0,101.0,217.0,239.0,305.0,373.0,7
137.0,66.0,-116.57476069932432,157.0,128.0,224.0,225.0,342.0,304.0,7
36.0,27.0,-123.75216058884826,114.0,175.0,262.0,257.0,366.0,333.0,7
177.0,21.0,-122.89703780391258,112.0,120.0,255.0,268.0,341.0,397.0,9
103.0,49.0,-118.8835214241926,114.0,104.0,208.0,249.0,337.0,383.0,7
16.0,30.0,-124.5900344879835,179.0,172.0,202.0,274.0,368.0,309.0,7
147.0,26.0,-121.50262507656632,143.0,102.0,207.0,298.0,320.0,366.0,7
157.0,25.0,-121.87472911800492,111.0,133.0,219.0,287.0,372.0,331.0,8
17.0,36.0,-124.2817584590783,160.0,132.0,242.0,289.0,350.0,386.0,10
75.0,14.0,-122.98843600400424,121.0,143.0,286.0,217.0,376.0,368.0,7
11.0,29.0,-124.87737821925248,131.0,125.0,207.0,242.0,380.0,338.0,7
175.0,55.0,-120.23796190613452,163.0,140.0,300.0,299.0,353.0,325.0,8
51.0,77.0,-119.8566335580376,129.0,114.0,265.0,273.0,338.0,333.0,9
167.0,76.0,-117.7078661266636,117.0,122.0,221.0,276.0,394.0,384.0,7
134.0,50.0,-118.6679796832086,113.0,159.0,286.0,289.0,391.0,346.0,9
19.0,108.0,-121.86577886369808,156.0,120.0,276.0,296.0,325.0,366.0,12
11.0,38.0,-124.5151824628216,105.0,119.0,229.0,203.0,310.0,339.0,7
3.0,4.0,-126.21749803089968,149.0,166.0,200.0,239.0,348.0,382.0,7
0.0,87.0,-123.68638418779103,156.0,104.0,213.0,230.0,314.0,307.0,7
82.0,98.0,-114.32448465236214,114.0,143.0,215.0,204.0,380.0,360.0,7
112.0,37.0,-120.07621221786393,110.0,153.0,211.0,227.0,341.0,353.0,7
99.0,14.0,-122.41271141834828,135.0,136.0,278.0,200.0,308.0,300.0,7
20.0,34.0,-124.21269689647252,123.0,147.0,227.0,255.0,386.0,337.0,7
89.0,29.0,-121.36182661851332,118.0,174.0,285.0,261.0,359.0,400.0,8
122.0,8.0,-122.73274806631964,148.0,112.0,250.0,288.0,320.0,326.0,8
15.0,43.0,-124.09655388559042,199.0,143.0,240.0,259.0,393.0,365.0,7
114.0,78.0,-114.00400656537067,183.0,142.0,258.0,294.0,394.0,369.0,8
77.0,95.0,-115.4423214233085,192.0,187.0,212.0,244.0,313.0,313.0,7
11.0,49.0,-124.08779411474644,127.0,198.0,279.0,221.0,399.0,302.0,9
101.0,72.0,-115.77280934144656,200.0,183.0,220.0,235.0,398.0,324.0,7
130.0,11.0,-122.52273623869972,188.0,145.0,265.0,221.0,360.0,356.0,7
22.0,22.0,-124.65910356981593,102.0,198.0,264.0,267.0,333.0,393.0,9
20.0,27.0,-124.52604384335469,152.0,117.0,281.0,212.0,357.0,315.0,7
133.0,73.0,-115.23318753040355,143.0,182.0,204.0,223.0,399.0,359.0,7
142.0,50.0,-118.91147450255112,177.0,199.0,279.0,264.0,378.0,367.0,9
35.0,75.0,-121.3677085833006,101.0,171.0,300.0,271.0,320.0,383.0,8
130.0,94.0,-110.19025294201174,111.0,121.0,235.0,233.0,327.0,318.0,7
159.0,102.0,-114.02725151112617,115.0,152.0,283.0,212.0,388.0,367.0,7
140.0,103.0,-109.59535223841026,160.0,134.0,210.0,260.0,317.0,338.0,7
175.0,38.0,-121.57884483574033,118.0,164.0,223.0,222.0,384.0,324.0,7
87.0,105.0,-112.6052892979596,105.0,163.0,214.0,231.0,321.0,322.0,7
127.0,49.0,-118.666327551376,159.0,193.0,293.0,229.0,322.0,355.0,9
164.0,80.0,-116.98921388752208,178.0,188.0,211.0,213.0,305.0,361.0,7
180.0,73.0,-119.22869426265528,191.0,171.0,209.0,235.0,339.0,386.0,7
134.0,81.0,-113.76289886570314,113.0,165.0,223.0,237.0,324.0,373.0,7
87.0,22.0,-122.0182898797972,149.0,140.0,277.0,268.0,372.0,301.0,11
43.0,67.0,-121.11242748053904,130.0,144.0,223.0,215.0,392.0,353.0,7
169.0,21.0,-122.5956185528996,161.0,133.0,282.0,294.0,370.0,341.0,8
88.0,77.0,-116.11444970470316,172.0,163.0,226.0,295.0,303.0,330.0,10
72.0,103.0,-115.64894230391062,182.0,134.0,282.0,278.0,309.0,360.0,9
154.0,81.0,-115.73926785046402,197.0,107.0,228.0,272.0,357.0,372.0,10
26.0,47.0,-123.2872250594372,167.0,140.0,245.0,284.0,316.0,350.0,10
27.0,103.0,-121.20869460187303,197.0,149.0,243.0,226.0,369.0,396.0,7
116.0,15.0,-122.15743087163952,163.0,190.0,205.0,209.0,326.0,325.0,7
15.0,109.0,-122.20142063724995,163.0,193.0,201.0,242.0,354.0,337.0,7
3.0,62.0,-124.1217558954171,142.0,107.0,202.0,276.0,313.0,337.0,7
40.0,51.0,-122.2143075641102,102.0,155.0,241.0,283.0,309.0,312.0,10
66.0,69.0,-119.0450861349432,179.0,122.0,271.0,210.0,369.0,396.0,7
47.0,48.0,-121.94517912215449,134.0,111.0,295.0,247.0,303.0,310.0,10
138.0,43.0,-119.58849208320784,124.0,160.0,248.0,221.0,361.0,385.0,7
6.0,8.0,-125.94283756912516,186.0,177.0,208.0,249.0,311.0,300.0,7
149.0,41.0,-120.14527355768396,168.0,131.0,243.0,223.0,351.0,377.0,7
175.0,22.0,-122.74936083217692,148.0,135.0,235.0,228.0,341.0,303.0,7
105.0,65.0,-116.66081466503412,135.0,107.0,260.0,250.0,320.0,363.0,12
170.0,11.0,-123.33774649042148,156.0,172.0,278.0,296.0,305.0,301.0,8
41.0,41.0,-122.7179443148182,136.0,146.0,274.0,285.0,352.0,344.0,11
64.0,71.0,-119.06127118692096,107.0,165.0,299.0,231.0,326.0,358.0,9
125.0,14.0,-122.24444890068855,150.0,112.0,213.0,230.0,340.0,352.0,7
86.0,53.0,-119.14604708206852,132.0,198.0,209.0,243.0,315.0,373.0,7
51.0,43.0,-122.02027717508604,116.0,120.0,231.0,240.0,386.0,312.0,7
33.0,9.0,-124.81611216224422,128.0,110.0,289.0,263.0,400.0,381.0,12
174.0,23.0,-122.63950410530828,136.0,126.0,296.0,282.0,384.0,314.0,7
56.0,16.0,-123.51813160503406,115.0,144.0,213.0,233.0,397.0,321.0,7
125.0,15.0,-122.15920449222044,109.0,110.0,248.0,244.0,355.0,360.0,7
127.0,97.0,-108.87624882851811,184.0,111.0,201.0,273.0,322.0,384.0,7
159.0,14.0,-122.79920105355706,144.0,118.0,239.0,288.0,332.0,334.0,10
77.0,84.0,-116.52072974287336,144.0,149.0,289.0,211.0,336.0,319.0,9
79.0,94.0,-115.2256746857136,173.0,154.0,281.0,298.0,375.0,314.0,8
130.0,104.0,-106.66299253193256,168.0,101.0,202.0,293.0,334.0,384.0,7
87.0,28.0,-121.51104447151776,173.0,141.0,285.0,251.0,327.0,394.0,9
108.0,74.0,-115.02952836390936,183.0,188.0,246.0,256.0,368.0,375.0,9
142.0,98.0,-111.14087632902024,178.0,143.0,289.0,212.0,373.0,385.0,9
56.0,12.0,-123.76712461747016,109.0,186.0,230.0,253.0,378.0,383.0,7
89.0,32.0,-121.09254635714912,141.0,107.0,251.0,226.0,311.0,312.0,7
68.0,109.0,-116.02960308275811,180.0,123.0,255.0,259.0,392.0,308.0,8
157.0,7.0,-123.26373348343594,156.0,163.0,253.0,209.0,311.0,389.0,7
144.0,54.0,-118.51450571428916,109.0,197.0,288.0,292.0,378.0,331.0,12
126.0,7.0,-122.82336854040408,183.0,158.0,250.0,229.0,323.0,370.0,7
48.0,86.0,-119.66775143286782,195.0,120.0,261.0,280.0,324.0,306.0,10
100.0,13.0,-122.47838933492986,171.0,155.0,225.0,269.0,309.0,391.0,7
31.0,38.0,-123.43747849061782,180.0,105.0,247.0,250.0,316.0,395.0,8
75.0,61.0,-119.03574063732398,102.0,117.0,201.0,291.0,368.0,364.0,7
68.0,6.0,-123.7491078829502,188.0,200.0,213.0,219.0,391.0,367.0,7
44.0,60.0,-121.42985968992384,137.0,193.0,292.0,279.0,386.0,313.0,10
182.0,82.0,-118.79891301085829,141.0,165.0,258.0,273.0,309.0,319.0,10
171.0,28.0,-122.1529237733399,142.0,170.0,211.0,204.0,396.0,379.0,7
12.0,104.0,-122.50464146859456,199.0,102.0,249.0,201.0,362.0,345.0,7
81.0,28.0,-121.71088847968306,159.0,122.0,298.0,263.0,326.0,314.0,9
0.0,105.0,-123.42564028276118,134.0,165.0,296.0,290.0,394.0,384.0,7
125.0,74.0,-114.77023023886228,158.0,101.0,206.0,269.0,361.0,373.0,7
37.0,103.0,-120.22200557991091,125.0,125.0,214.0,262.0,380.0,393.0,7
127.0,90.0,-111.10744873126562,116.0,197.0,221.0,251.0,393.0,346.0,7
9.0,97.0,-122.84401600033462,152.0,129.0,205.0,257.0,388.0,329.0,7
69.0,20.0,-122.7592380817463,162.0,162.0,218.0,255.0,354.0,393.0,7
176.0,105.0,-116.73410034757084,180.0,142.0,273.0,219.0,301.0,366.0,9
72.0,36.0,-121.4212148100762,147.0,190.0,227.0,278.0,325.0,395.0,10
153.0,3.0,-123.46441620445822,171.0,143.0,214.0,205.0,397.0,336.0,7
23.0,23.0,-124.56669765556816,166.0,200.0,280.0,262.0,368.0,387.0,9
121.0,37.0,-120.03235560687368,165.0,200.0,288.0,249.0,310.0,364.0,7
183.0,44.0,-121.5736511895069,164.0,114.0,295.0,250.0,368.0,363.0,7
16.0,79.0,-122.72092568534671,111.0,194.0,288.0,270.0,374.0,327.0,8
50.0,44.0,-122.01439961630612,190.0,175.0,270.0,255.0,301.0,325.0,9
0.0,93.0,-123.57979389702253,140.0,195.0,233.0,209.0,394.0,318.0,7
141.0,13.0,-122.48591013981748,130.0,200.0,270.0,300.0,327.0,357.0,12
45.0,4.0,-124.62869139180852,141.0,117.0,273.0,247.0,323.0,345.0,7
137.0,75.0,-115.10488645821374,129.0,105.0,270.0,232.0,385.0,333.0,8
129.0,40.0,-119.75376715710394,147.0,100.0,281.0,288.0,361.0,340.0,7
142.0,33.0,-120.72794843519466,172.0,126.0,238.0,205.0,366.0,329.0,7
182.0,100.0,-117.7930478865784,110.0,158.0,297.0,284.0,358.0,392.0,7
55.0,74.0,-119.6702782672784,137.0,140.0,239.0,239.0,369.0,373.0,7
10.0,69.0,-123.45303811220708,186.0,178.0,243.0,212.0,383.0,336.0,7
87.0,66.0,-117.6046842025979,157.0,187.0,207.0,274.0,311.0,312.0,7
33.0,81.0,-121.28845451713858,139.0,133.0,253.0,255.0,393.0,376.0,9
119.0,101.0,-106.82622509702236,195.0,118.0,275.0,233.0,350.0,308.0,9
81.0,4.0,-123.53565250039036,148.0,140.0,226.0,291.0,314.0,310.0,10
88.0,27.0,-121.5670507785516,185.0,185.0,241.0,297.0,346.0,372.0,10
133.0,102.0,-108.11753401055036,176.0,168.0,243.0,298.0,393.0,385.0,10
34.0,32.0,-123.58719162167174,129.0,126.0,231.0,270.0,374.0,334.0,10
165.0,97.0,-115.50237661030366,160.0,126.0,246.0,256.0,322.0,374.0,10
136.0,94.0,-110.9946420188538,145.0,165.0,200.0,230.0,356.0,360.0,7
188.0,82.0,-119.4193947174074,107.0,194.0,202.0,299.0,329.0,386.0,7
179.0,46.0,-121.19360905493838,133.0,122.0,209.0,299.0,325.0,304.0,8
153.0,88.0,-114.66528876351704,150.0,107.0,287.0,284.0,303.0,325.0,10
21.0,103.0,-121.75437917830504,138.0,200.0,261.0,277.0,396.0,319.0,9
34.0,51.0,-122.59899690999184,145.0,117.0,296.0,239.0,375.0,336.0,11
84.0,80.0,-116.15077964898327,152.0,129.0,233.0,217.0,342.0,335.0,7
186.0,104.0,-118.1664084856162,191.0,108.0,271.0,297.0,384.0,307.0,12
82.0,93.0,-114.86198864207692,171.0,176.0,268.0,203.0,308.0,374.0,7
155.0,68.0,-117.47790495548595,182.0,140.0,202.0,215.0,369.0,344.0,7
100.0,26.0,-121.35690894407604,185.0,101.0,249.0,220.0,303.0,321.0,7
173.0,94.0,-116.90815184608658,178.0,162.0,288.0,220.0,385.0,345.0,9
107.0,61.0,-117.18087638257234,156.0,153.0,283.0,284.0,334.0,328.0,12
57.0,101.0,-117.9506609423041,158.0,135.0,228.0,267.0,358.0,354.0,7
58.0,77.0,-119.18556272101348,122.0,117.0,209.0,259.0,362.0,300.0,7
120.0,97.0,-108.5123563430862,108.0,191.0,275.0,225.0,316.0,386.0,9
83.0,48.0,-119.81680006925625,110.0,129.0,212.0,217.0,331.0,315.0,7
110.0,71.0,-115.48238955207128,116.0,108.0,267.0,299.0,373.0,312.0,10
85.0,96.0,-114.02049191094667,164.0,113.0,265.0,274.0,352.0,375.0,12
70.0,39.0,-121.27540068579005,189.0,145.0,229.0,273.0,363.0,338.0,10
182.0,51.0,-121.01052548149968,135.0,172.0,277.0,261.0,378.0,357.0,11
160.0,104.0,-114.0504678381233,127.0,159.0,254.0,206.0,314.0,303.0,7
40.0,79.0,-120.75960646578216,140.0,194.0,220.0,282.0,308.0,364.0,8
91.0,52.0,-118.99935405860523,183.0,106.0,237.0,260.0,399.0,349.0,7
74.0,61.0,-119.10948123953122,157.0,105.0,300.0,297.0,300.0,379.0,11
125.0,81.0,-113.30625300148051,166.0,152.0,287.0,292.0,370.0,332.0,11
45.0,86.0,-119.96998240852936,139.0,160.0,254.0,298.0,337.0,385.0,12
51.0,27.0,-123.04050777461696,108.0,167.0,286.0,230.0,385.0,327.0,9
53.0,26.0,-123.01179249663886,144.0,198.0,235.0,236.0,385.0,301.0,7
150.0,54.0,-118.79800769466532,138.0,120.0,279.0,273.0,344.0,301.0,7
189.0,58.0,-121.0067358742019,155.0,123.0,216.0,237.0,328.0,377.0,7
144.0,101.0,-110.98144000404372,123.0,135.0,211.0,241.0,393.0,322.0,7
81.0,10.0,-123.10837804547558,186.0,180.0,269.0,258.0,309.0,347.0,11
51.0,66.0,-120.53038808942364,123.0,100.0,238.0,278.0,362.0,305.0,10
41.0,73.0,-120.9611322474679,180.0,144.0,205.0,228.0,383.0,358.0,7
110.0,10.0,-122.60819654686507,185.0,132.0,209.0,202.0,383.0,385.0,7
184.0,106.0,-117.83973687964983,111.0,171.0,267.0,267.0,304.0,383.0,8
97.0,44.0,-119.64039844979672,190.0,126.0,201.0,261.0,365.0,321.0,7
185.0,46.0,-121.55226616943216,133.0,149.0,281.0,292.0,392.0,304.0,10
170.0,4.0,-123.80722418880568,181.0,140.0,260.0,247.0,393.0,383.0,10
74.0,87.0,-116.60500157951816,173.0,193.0,288.0,233.0,311.0,396.0,9
8.0,56.0,-124.0117524097407,131.0,116.0,270.0,265.0,328.0,381.0,11
76.0,106.0,-114.76974368022668,160.0,122.0,205.0,292.0,378.0,375.0,7
89.0,1.0,-123.57817381967408,179.0,105.0,248.0,300.0,359.0,396.0,8
40.0,52.0,-122.15869758087516,161.0,176.0,223.0,260.0,343.0,367.0,7
174.0,6.0,-123.79390208193452,181.0,128.0,266.0,278.0,326.0,323.0,9
10.0,3.0,-125.9865506827144,180.0,100.0,227.0,232.0,305.0,360.0,7
151.0,18.0,-122.27965530779709,188.0,193.0,233.0,232.0,303.0,329.0,7
81.0,7.0,-123.32423767589898,100.0,143.0,253.0,205.0,385.0,325.0,7
132.0,48.0,-118.86968698410698,108.0,126.0,245.0,262.0,308.0,329.0,7
137.0,55.0,-118.11942572407716,171.0,185.0,256.0,294.0,312.0,371.0,12
12.0,100.0,-122.5593581055186,103.0,153.0,227.0,231.0,368.0,349.0,7
7.0,82.0,-123.29980509021172,110.0,165.0,233.0,296.0,345.0,334.0,10
61.0,24.0,-122.79403676873984,109.0,129.0,202.0,284.0,389.0,342.0,7
22.0,31.0,-124.24601623639715,107.0,196.0,231.0,296.0,395.0,390.0,10
166.0,42.0,-120.79997012497162,164.0,140.0,234.0,287.0,398.0,369.0,10
96.0,103.0,-110.74187534516685,144.0,192.0,200.0,255.0,396.0,370.0,7
132.0,7.0,-122.86006295508554,100.0,137.0,246.0,244.0,370.0,328.0,7
76.0,9.0,-123.31433980899249,165.0,144.0,207.0,212.0,309.0,355.0,7
76.0,5.0,-123.59112366378238,156.0,104.0,218.0,259.0,355.0,384.0,7
108.0,46.0,-119.12001994033142,187.0,142.0,248.0,230.0,364.0,380.0,7
117.0,52.0,-118.24780442516604,142.0,124.0,290.0,257.0,328.0,331.0,7
50.0,54.0,-121.37211503548338,153.0,104.0,232.0,289.0,314.0,366.0,10
89.0,23.0,-121.87996880876908,175.0,154.0,269.0,227.0,388.0,343.0,8
17.0,100.0,-122.14733401755134,116.0,111.0,267.0,284.0,316.0,328.0,7
186.0,66.0,-120.24458974288304,162.0,155.0,285.0,200.0,388.0,313.0,7
53.0,52.0,-121.30207081795888,105.0,118.0,268.0,297.0,377.0,336.0,9
65.0,58.0,-120.03043310846768,186.0,133.0,253.0,237.0,331.0,400.0,8
28.0,99.0,-121.19287324010156,135.0,106.0,232.0,289.0,382.0,350.0,10
91.0,32.0,-121.02975429114994,187.0,156.0,299.0,233.0,337.0,315.0,9
153.0,7.0,-123.17430782986423,141.0,139.0,200.0,279.0,323.0,320.0,7
10.0,68.0,-123.48455266803072,159.0,124.0,259.0,254.0,329.0,358.0,12
78.0,89.0,-115.8771534986148,188.0,124.0,220.0,238.0,361.0,313.0,7
10.0,46.0,-124.25867396639217,193.0,195.0,250.0,227.0,393.0,380.0,7
14.0,43.0,-124.15224766668064,170.0,189.0,272.0,297.0,330.0,386.0,11
40.0,30.0,-123.3926472773455,158.0,131.0,299.0,284.0,395.0,327.0,11
103.0,28.0,-121.114566037757,110.0,138.0,214.0,258.0,353.0,371.0,7
153.0,21.0,-122.08639201017397,193.0,136.0,276.0,216.0,345.0,323.0,7
67.0,107.0,-116.26749858040804,101.0,181.0,207.0,202.0,378.0,304.0,7
109.0,41.0,-119.67745170190024,170.0,108.0,266.0,237.0,370.0,313.0,8
