,x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
49,160.0,79.0,-116.65450988140938,180.0,112.0,274.0,281.0,369.0,363.0,7
50,96.0,9.0,-122.86059737560026,120.0,194.0,239.0,220.0,304.0,353.0,9
51,188.0,38.0,-122.26123880267116,163.0,164.0,267.0,263.0,383.0,308.0,8
52,27.0,83.0,-121.72546010305057,195.0,172.0,233.0,283.0,351.0,349.0,8
53,135.0,43.0,-119.51789345544464,192.0,116.0,245.0,270.0,361.0,312.0,7
54,142.0,45.0,-119.48150257271044,108.0,166.0,234.0,293.0,337.0,356.0,7
55,137.0,29.0,-121.01029074890602,196.0,133.0,244.0,228.0,341.0,367.0,8
56,100.0,98.0,-110.8402524936594,148.0,128.0,216.0,222.0,345.0,372.0,7
57,151.0,87.0,-114.5319570713705,194.0,121.0,249.0,212.0,319.0,368.0,7
58,176.0,92.0,-117.4408125490662,122.0,196.0,264.0,279.0,373.0,319.0,7
59,133.0,63.0,-116.8684420752562,183.0,143.0,221.0,211.0,333.0,344.0,7
60,155.0,37.0,-120.75702842518658,111.0,144.0,269.0,212.0,354.0,317.0,8
61,152.0,13.0,-122.69928210445984,127.0,167.0,209.0,272.0,318.0,340.0,8
62,122.0,14.0,-122.23667589978412,187.0,158.0,255.0,224.0,309.0,323.0,8
63,129.0,67.0,-116.11602070293596,162.0,136.0,216.0,235.0,313.0,333.0,7
64,136.0,71.0,-115.72988654361976,114.0,197.0,263.0,202.0,339.0,347.0,7
65,74.0,28.0,-121.97213984064314,110.0,150.0,204.0,247.0,394.0,305.0,8
66,26.0,80.0,-121.90977358556869,100.0,176.0,201.0,265.0,334.0,369.0,8
67,13.0,92.0,-122.62317648621264,124.0,130.0,289.0,206.0,385.0,303.0,8
68,84.0,76.0,-116.64312855839762,149.0,162.0,266.0,250.0,314.0,373.0,7
69,33.0,2.0,-125.1652314803539,115.0,190.0,209.0,241.0,376.0,398.0,11
70,184.0,44.0,-121.6318570119933,146.0,195.0,248.0,277.0,398.0,371.0,8
71,32.0,23.0,-124.14937637289196,143.0,172.0,284.0,247.0,329.0,342.0,10
72,97.0,40.0,-120.06470504440938,126.0,200.0,292.0,263.0,337.0,391.0,7
73,112.0,14.0,-122.26265899195629,132.0,174.0,255.0,272.0,379.0,372.0,8
74,80.0,42.0,-120.53296729150358,129.0,114.0,223.0,231.0,351.0,348.0,7
75,188.0,55.0,-121.13412994673136,194.0,123.0,217.0,282.0,305.0,361.0,8
76,73.0,97.0,-115.8958382367311,110.0,189.0,228.0,270.0,362.0,351.0,7
77,2.0,48.0,-124.6349239449442,139.0,200.0,203.0,238.0,339.0,343.0,11
78,148.0,9.0,-122.92327135710605,152.0,149.0,238.0,253.0,304.0,344.0,9
79,111.0,67.0,-116.13039183082608,193.0,129.0,249.0,231.0,362.0,373.0,7
80,71.0,72.0,-118.32966664401818,191.0,196.0,244.0,247.0,377.0,397.0,7
81,184.0,73.0,-119.59768774415082,101.0,118.0,228.0,271.0,307.0,330.0,7
82,133.0,59.0,-117.45143228557592,147.0,143.0,234.0,237.0,345.0,348.0,7
83,139.0,29.0,-121.0473744012281,191.0,106.0,222.0,278.0,391.0,324.0,8
84,96.0,62.0,-117.5286830258098,121.0,119.0,212.0,201.0,396.0,358.0,7
85,114.0,21.0,-121.6377793230165,178.0,198.0,250.0,241.0,349.0,385.0,8
86,41.0,54.0,-121.98087101393112,162.0,122.0,252.0,286.0,318.0,331.0,8
87,20.0,103.0,-121.84230101405478,114.0,108.0,258.0,238.0,346.0,334.0,8
88,137.0,87.0,-112.7627421079631,112.0,123.0,272.0,280.0,374.0,373.0,7
89,84.0,34.0,-121.08664177199292,102.0,112.0,281.0,237.0,336.0,386.0,8
90,132.0,80.0,-113.83682003310489,130.0,152.0,209.0,218.0,374.0,303.0,7
91,78.0,73.0,-117.57001453580796,114.0,109.0,284.0,233.0,341.0,318.0,7
92,151.0,69.0,-117.03799668419134,180.0,116.0,253.0,292.0,399.0,391.0,7
93,32.0,100.0,-120.7907224554989,148.0,108.0,252.0,255.0,381.0,350.0,8
94,139.0,81.0,-114.16819938175732,143.0,132.0,254.0,244.0,339.0,361.0,7
95,150.0,96.0,-113.03657945771418,161.0,134.0,248.0,283.0,300.0,327.0,7
96,66.0,104.0,-116.55231716747647,110.0,124.0,202.0,234.0,343.0,341.0,7
97,62.0,29.0,-122.40475996644116,197.0,123.0,216.0,274.0,351.0,330.0,8
98,0.0,79.0,-123.85610551075322,178.0,182.0,244.0,262.0,335.0,355.0,10
99,42.0,31.0,-123.2362293211988,125.0,134.0,211.0,272.0,374.0,353.0,9
100,101.0,37.0,-120.26740209666876,113.0,185.0,245.0,221.0,334.0,387.0,7
101,24.0,99.0,-121.55770607085184,146.0,165.0,224.0,231.0,340.0,381.0,8
102,126.0,43.0,-119.381241173243,147.0,120.0,261.0,287.0,377.0,335.0,7
103,108.0,71.0,-115.56202580267252,192.0,127.0,266.0,278.0,333.0,375.0,7
104,28.0,32.0,-123.89416951751,143.0,126.0,264.0,269.0,317.0,327.0,10
105,19.0,76.0,-122.58970194509236,102.0,183.0,270.0,292.0,318.0,333.0,8
106,89.0,18.0,-122.29230371181978,151.0,109.0,266.0,291.0,319.0,398.0,8
107,179.0,105.0,-117.1761917182099,116.0,200.0,267.0,231.0,325.0,348.0,7
108,105.0,107.0,-107.24435531342507,107.0,103.0,288.0,252.0,393.0,305.0,7
109,91.0,96.0,-112.94810722895316,143.0,181.0,279.0,279.0,372.0,353.0,7
110,184.0,7.0,-124.0546082498262,111.0,176.0,258.0,244.0,393.0,350.0,10
111,9.0,5.0,-125.94389369967756,188.0,197.0,208.0,294.0,331.0,375.0,12
112,63.0,6.0,-123.9031265372177,119.0,125.0,203.0,234.0,355.0,344.0,10
113,127.0,73.0,-115.0072202730094,112.0,127.0,219.0,256.0,350.0,371.0,7
114,51.0,75.0,-119.97498593098146,127.0,169.0,215.0,205.0,337.0,346.0,7
115,165.0,45.0,-120.48643470911614,154.0,150.0,278.0,256.0,308.0,325.0,7
116,158.0,99.0,-114.12965450561636,200.0,121.0,227.0,209.0,326.0,323.0,7
117,11.0,77.0,-123.14468269194556,148.0,109.0,244.0,214.0,379.0,385.0,9
118,10.0,42.0,-124.41197303675978,194.0,129.0,237.0,286.0,385.0,332.0,10
119,30.0,56.0,-122.6131790488179,102.0,122.0,212.0,286.0,316.0,371.0,8
120,65.0,28.0,-122.34384432686883,111.0,114.0,256.0,277.0,323.0,314.0,8
121,182.0,34.0,-122.22014603261974,168.0,177.0,286.0,263.0,310.0,373.0,8
122,186.0,30.0,-122.6836235951422,126.0,149.0,278.0,230.0,375.0,329.0,8
123,155.0,64.0,-117.95018744871888,101.0,173.0,224.0,241.0,358.0,326.0,7
124,17.0,98.0,-122.1818870820722,109.0,116.0,243.0,281.0,360.0,369.0,8
125,9.0,26.0,-125.09441630193396,148.0,147.0,241.0,274.0,386.0,374.0,11
126,39.0,98.0,-120.13912635462924,107.0,128.0,200.0,257.0,386.0,396.0,7
127,110.0,58.0,-117.52737050315504,183.0,119.0,272.0,235.0,388.0,305.0,7
128,40.0,4.0,-124.80819089536116,135.0,193.0,278.0,293.0,375.0,353.0,11
129,138.0,105.0,-108.56705521251465,142.0,109.0,233.0,229.0,392.0,375.0,7
130,21.0,4.0,-125.52081831811518,170.0,133.0,251.0,290.0,334.0,353.0,12
131,90.0,24.0,-121.76822264660863,128.0,136.0,262.0,238.0,369.0,327.0,8
132,170.0,86.0,-117.13237582371848,160.0,189.0,259.0,258.0,350.0,351.0,7
133,100.0,46.0,-119.32281359061,136.0,103.0,277.0,268.0,320.0,385.0,7
134,55.0,103.0,-118.13684041444176,130.0,143.0,224.0,292.0,377.0,336.0,7
135,23.0,1.0,-125.58101298657505,115.0,140.0,276.0,221.0,400.0,361.0,12
136,106.0,51.0,-118.5563832798635,157.0,120.0,202.0,272.0,383.0,364.0,7
137,135.0,15.0,-122.23778757565194,104.0,173.0,262.0,273.0,328.0,365.0,8
138,172.0,86.0,-117.37694106226584,109.0,148.0,294.0,267.0,385.0,380.0,7
139,56.0,23.0,-123.07202375587764,119.0,186.0,294.0,219.0,386.0,392.0,9
140,29.0,19.0,-124.48550696767164,117.0,113.0,226.0,291.0,357.0,367.0,10
141,67.0,8.0,-123.64856485626154,132.0,132.0,218.0,223.0,301.0,359.0,9
142,15.0,31.0,-124.59715437757664,189.0,200.0,239.0,276.0,398.0,383.0,11
143,5.0,95.0,-123.18175698606254,157.0,139.0,200.0,233.0,305.0,369.0,9
144,173.0,35.0,-121.709964917845,104.0,118.0,211.0,215.0,304.0,304.0,8
145,190.0,46.0,-121.85481953407404,127.0,154.0,257.0,254.0,364.0,392.0,8
146,9.0,27.0,-125.0544074727808,120.0,125.0,259.0,288.0,367.0,372.0,11
147,120.0,91.0,-110.58534673573207,161.0,147.0,249.0,253.0,324.0,342.0,7
148,14.0,109.0,-122.28587936750232,180.0,188.0,269.0,261.0,317.0,303.0,8
149,110.0,6.0,-122.92744126209992,155.0,165.0,228.0,252.0,329.0,400.0,9
150,103.0,91.0,-111.93352765164914,198.0,114.0,243.0,232.0,363.0,306.0,7
151,90.0,3.0,-123.41646795293308,151.0,164.0,223.0,224.0,326.0,387.0,9
152,19.0,42.0,-123.91531218647737,105.0,191.0,220.0,247.0,375.0,384.0,10
153,169.0,95.0,-116.26987618124176,143.0,120.0,294.0,277.0,323.0,349.0,7
154,65.0,1.0,-124.1565265432167,105.0,106.0,256.0,238.0,369.0,328.0,10
155,167.0,61.0,-119.14533491121772,159.0,132.0,279.0,274.0,309.0,345.0,7
156,71.0,47.0,-120.5609096040414,152.0,189.0,282.0,233.0,396.0,340.0,7
157,70.0,54.0,-120.0216149006486,195.0,198.0,208.0,207.0,327.0,397.0,7
158,62.0,13.0,-123.48775135149596,162.0,128.0,203.0,287.0,313.0,376.0,9
159,165.0,62.0,-118.90056410891457,110.0,138.0,270.0,225.0,358.0,340.0,7
160,29.0,17.0,-124.58385482536757,122.0,188.0,247.0,259.0,390.0,385.0,11
161,138.0,61.0,-117.34802695044095,186.0,115.0,228.0,290.0,398.0,369.0,7
162,72.0,70.0,-118.42321564117825,103.0,141.0,282.0,284.0,305.0,363.0,7
163,73.0,95.0,-116.05111291507104,110.0,200.0,261.0,229.0,381.0,386.0,7
164,99.0,98.0,-111.0426632661304,124.0,187.0,200.0,224.0,390.0,323.0,7
165,125.0,21.0,-121.63015958035628,106.0,112.0,267.0,296.0,346.0,338.0,8
166,60.0,20.0,-123.10332135058444,155.0,131.0,246.0,282.0,384.0,346.0,9
167,189.0,32.0,-122.70040833271108,171.0,199.0,210.0,206.0,356.0,309.0,8
168,141.0,58.0,-117.88181270788871,180.0,124.0,250.0,262.0,370.0,342.0,7
169,142.0,36.0,-120.4310063224581,200.0,192.0,230.0,212.0,351.0,342.0,7
170,163.0,87.0,-116.14716048007232,116.0,197.0,203.0,222.0,397.0,344.0,7
171,143.0,104.0,-110.17374654791897,142.0,117.0,294.0,251.0,356.0,355.0,7
172,42.0,22.0,-123.74714954959654,121.0,118.0,221.0,275.0,311.0,347.0,9
173,145.0,57.0,-118.1932947895038,145.0,136.0,246.0,288.0,360.0,341.0,7
174,61.0,29.0,-122.44981516594537,149.0,198.0,267.0,282.0,334.0,349.0,8
175,50.0,2.0,-124.56739133867026,123.0,171.0,299.0,234.0,325.0,366.0,10
176,92.0,11.0,-122.77941977553806,149.0,129.0,248.0,244.0,347.0,371.0,8
177,89.0,15.0,-122.53176688012812,103.0,153.0,288.0,262.0,330.0,343.0,8
178,4.0,97.0,-123.22517680806686,199.0,145.0,237.0,235.0,303.0,381.0,9
179,19.0,80.0,-122.4629036930728,183.0,161.0,236.0,292.0,320.0,315.0,8
180,53.0,95.0,-118.70009043661751,140.0,187.0,244.0,268.0,308.0,301.0,7
181,130.0,15.0,-122.18857304106332,184.0,100.0,217.0,229.0,313.0,357.0,8
182,179.0,48.0,-121.04350779641572,143.0,110.0,293.0,257.0,326.0,300.0,8
183,81.0,60.0,-118.70936521375958,192.0,140.0,230.0,265.0,369.0,391.0,7
184,181.0,70.0,-119.53927436699844,175.0,141.0,246.0,287.0,341.0,352.0,7
185,117.0,33.0,-120.4621782193038,169.0,145.0,300.0,275.0,327.0,367.0,7
186,4.0,62.0,-124.05981007561944,118.0,156.0,257.0,260.0,398.0,389.0,10
187,177.0,105.0,-116.88370737854808,185.0,129.0,266.0,204.0,331.0,305.0,7
188,66.0,3.0,-124.00159631754347,125.0,177.0,243.0,206.0,321.0,386.0,10
189,36.0,30.0,-123.59193418900034,189.0,153.0,265.0,261.0,380.0,378.0,9
190,69.0,52.0,-120.25735103712056,184.0,142.0,251.0,272.0,383.0,330.0,7
191,130.0,89.0,-111.60102163992129,171.0,106.0,223.0,201.0,342.0,375.0,7
192,8.0,96.0,-122.9377903807718,144.0,134.0,288.0,264.0,309.0,360.0,9
193,190.0,68.0,-120.44455198087296,178.0,100.0,216.0,283.0,358.0,383.0,7
194,84.0,23.0,-122.02375634306397,195.0,184.0,202.0,248.0,310.0,370.0,8
195,26.0,85.0,-121.74444679975733,128.0,106.0,215.0,224.0,323.0,367.0,8
196,22.0,22.0,-124.65910356981593,142.0,149.0,219.0,250.0,320.0,388.0,11
197,92.0,1.0,-123.52480287262006,150.0,103.0,216.0,208.0,383.0,323.0,9
198,106.0,33.0,-120.5748963157923,119.0,198.0,249.0,212.0,332.0,315.0,7
199,25.0,7.0,-125.22805986473148,105.0,109.0,216.0,262.0,370.0,360.0,11
200,53.0,101.0,-118.46010416271152,166.0,197.0,289.0,291.0,327.0,362.0,7
201,13.0,3.0,-125.8713238006722,143.0,174.0,231.0,277.0,308.0,396.0,12
202,9.0,97.0,-122.84401600033462,159.0,199.0,293.0,247.0,307.0,320.0,8
203,97.0,78.0,-115.10116326646929,173.0,178.0,254.0,276.0,358.0,374.0,7
204,58.0,49.0,-121.1879899316369,110.0,177.0,274.0,235.0,353.0,400.0,8
205,144.0,55.0,-118.39297468288972,188.0,125.0,269.0,239.0,372.0,330.0,7
206,150.0,42.0,-120.08190244270035,146.0,104.0,242.0,264.0,319.0,331.0,7
207,179.0,32.0,-122.21515741469727,158.0,184.0,225.0,215.0,366.0,329.0,8
208,40.0,71.0,-121.14436594762049,133.0,199.0,287.0,219.0,324.0,374.0,8
209,11.0,47.0,-124.16387384085829,100.0,114.0,269.0,229.0,348.0,383.0,10
210,89.0,12.0,-122.76557863889386,117.0,177.0,269.0,210.0,307.0,373.0,8
211,64.0,12.0,-123.48365196306676,165.0,194.0,264.0,296.0,357.0,384.0,9
212,145.0,79.0,-115.07728121083925,163.0,156.0,200.0,232.0,379.0,329.0,7
213,169.0,44.0,-120.78588773215095,123.0,144.0,260.0,271.0,303.0,307.0,8
214,82.0,87.0,-115.5500145240409,140.0,107.0,211.0,237.0,324.0,359.0,7
215,36.0,15.0,-124.38658125796906,166.0,105.0,238.0,242.0,388.0,355.0,10
216,184.0,39.0,-121.97832628418962,138.0,157.0,227.0,209.0,347.0,320.0,8
217,34.0,95.0,-120.72332291673422,188.0,150.0,257.0,264.0,316.0,311.0,8
218,126.0,66.0,-116.21428075033636,161.0,129.0,204.0,263.0,301.0,369.0,7
219,0.0,34.0,-125.22825960751057,110.0,120.0,232.0,279.0,332.0,383.0,11
220,88.0,76.0,-116.24819985751384,133.0,168.0,203.0,263.0,352.0,352.0,7
221,140.0,16.0,-122.22293188951464,156.0,102.0,240.0,247.0,336.0,374.0,8
222,43.0,110.0,-119.43528982506766,154.0,172.0,295.0,218.0,314.0,387.0,7
223,97.0,32.0,-120.86206452926146,102.0,157.0,243.0,203.0,355.0,380.0,8
224,87.0,75.0,-116.47582697197714,141.0,146.0,204.0,260.0,386.0,314.0,7
225,41.0,60.0,-121.64760179241485,119.0,161.0,271.0,224.0,350.0,303.0,8
226,18.0,59.0,-123.2738743356532,186.0,114.0,214.0,285.0,333.0,373.0,9
227,130.0,80.0,-113.72509028533752,164.0,103.0,249.0,205.0,305.0,398.0,7
228,15.0,26.0,-124.80967238164992,158.0,180.0,237.0,254.0,353.0,332.0,11
229,17.0,89.0,-122.37276756630736,170.0,117.0,242.0,259.0,317.0,300.0,8
230,22.0,110.0,-121.57735148554444,118.0,143.0,259.0,252.0,394.0,327.0,8
231,16.0,62.0,-123.29116008426747,183.0,178.0,222.0,297.0,334.0,329.0,9
232,83.0,62.0,-118.355210250859,165.0,107.0,205.0,236.0,385.0,351.0,7
233,75.0,32.0,-121.61325568330945,108.0,165.0,255.0,263.0,368.0,373.0,8
234,100.0,47.0,-119.2089303472764,112.0,123.0,208.0,250.0,334.0,352.0,7
235,119.0,94.0,-109.61809751637529,153.0,159.0,252.0,275.0,336.0,390.0,7
236,140.0,89.0,-112.6985030216656,102.0,130.0,241.0,225.0,387.0,334.0,7
237,49.0,59.0,-121.12524926795794,108.0,123.0,208.0,204.0,326.0,358.0,8
238,47.0,41.0,-122.37636836261844,164.0,100.0,234.0,270.0,304.0,346.0,8
239,31.0,53.0,-122.69161266295504,147.0,125.0,250.0,243.0,344.0,327.0,8
240,39.0,6.0,-124.73989149846344,174.0,157.0,209.0,259.0,384.0,338.0,11
241,14.0,109.0,-122.28587936750232,176.0,172.0,211.0,249.0,400.0,343.0,8
242,111.0,11.0,-122.51928084384456,165.0,134.0,282.0,247.0,388.0,357.0,8
243,45.0,6.0,-124.5187957169077,119.0,113.0,259.0,297.0,341.0,333.0,10
244,141.0,77.0,-115.05202439161562,133.0,161.0,207.0,256.0,369.0,382.0,7
245,119.0,80.0,-113.47245261330644,171.0,189.0,222.0,206.0,356.0,333.0,7
246,118.0,75.0,-114.53681422348876,173.0,121.0,247.0,234.0,365.0,349.0,7
247,40.0,80.0,-120.71416746280778,116.0,101.0,208.0,270.0,378.0,336.0,8
248,137.0,48.0,-118.98815338926602,129.0,143.0,292.0,221.0,387.0,352.0,7
249,164.0,20.0,-122.49744911307984,171.0,156.0,274.0,213.0,393.0,312.0,8
250,105.0,76.0,-114.83098698398264,137.0,105.0,278.0,238.0,362.0,337.0,7
251,62.0,86.0,-118.14788664682186,187.0,114.0,222.0,230.0,373.0,323.0,7
252,1.0,78.0,-123.81230358506396,122.0,199.0,265.0,227.0,320.0,380.0,9
253,171.0,7.0,-123.6379856074336,114.0,171.0,243.0,227.0,330.0,389.0,9
254,16.0,45.0,-123.95813112189936,132.0,186.0,295.0,201.0,345.0,303.0,10
255,179.0,30.0,-122.35639375400774,111.0,116.0,240.0,222.0,315.0,371.0,8
256,163.0,22.0,-122.31113677868314,126.0,181.0,278.0,300.0,357.0,368.0,8
257,3.0,26.0,-125.37665942811071,106.0,128.0,230.0,257.0,334.0,368.0,12
258,130.0,67.0,-116.14459211984894,168.0,178.0,294.0,298.0,390.0,383.0,7
259,135.0,100.0,-109.18385729602667,199.0,136.0,219.0,263.0,354.0,394.0,7
260,55.0,37.0,-122.19517000205391,125.0,119.0,261.0,258.0,358.0,389.0,8
261,61.0,46.0,-121.22416473533175,155.0,146.0,270.0,285.0,320.0,328.0,8
262,127.0,108.0,-103.91996290945056,198.0,181.0,274.0,290.0,387.0,400.0,7
263,83.0,14.0,-122.75919330854208,160.0,196.0,208.0,275.0,379.0,310.0,8
264,134.0,108.0,-106.40258193881922,140.0,194.0,214.0,219.0,390.0,390.0,7
265,25.0,61.0,-122.72582392065132,179.0,141.0,217.0,264.0,355.0,342.0,8
266,150.0,25.0,-121.66843895133374,157.0,145.0,204.0,281.0,399.0,329.0,8
267,118.0,31.0,-120.66348748958887,119.0,143.0,215.0,298.0,311.0,352.0,7
268,63.0,20.0,-122.98541946425937,105.0,191.0,234.0,299.0,357.0,337.0,9
269,185.0,27.0,-122.83328242830468,132.0,197.0,201.0,289.0,363.0,328.0,8
270,81.0,75.0,-117.0594457864245,119.0,157.0,213.0,210.0,349.0,381.0,7
271,51.0,75.0,-119.97498593098146,153.0,125.0,297.0,225.0,300.0,310.0,7
272,66.0,107.0,-116.42590478138548,172.0,133.0,277.0,279.0,348.0,380.0,7
273,142.0,85.0,-113.72570344918388,159.0,200.0,209.0,240.0,348.0,378.0,7
274,158.0,10.0,-123.06973021830304,148.0,132.0,273.0,299.0,330.0,364.0,9
275,46.0,60.0,-121.28358040797568,190.0,149.0,263.0,203.0,333.0,320.0,8
276,93.0,41.0,-120.09214431792093,194.0,176.0,264.0,233.0,317.0,300.0,7
277,156.0,71.0,-117.20113184938867,144.0,184.0,232.0,282.0,351.0,341.0,7
278,145.0,72.0,-116.15949171704013,156.0,125.0,270.0,276.0,307.0,395.0,7
279,86.0,15.0,-122.60480594161255,120.0,184.0,212.0,224.0,397.0,387.0,8
280,31.0,47.0,-122.9866318294014,157.0,173.0,282.0,293.0,301.0,340.0,9
281,187.0,29.0,-122.7959600603455,143.0,143.0,207.0,278.0,400.0,397.0,8
282,143.0,83.0,-114.198896669055,120.0,134.0,261.0,243.0,336.0,397.0,7
283,107.0,56.0,-117.88030796066238,200.0,188.0,205.0,207.0,360.0,333.0,7
284,170.0,82.0,-117.4779558713256,114.0,162.0,215.0,226.0,311.0,392.0,7
285,134.0,97.0,-109.86431371701,162.0,107.0,280.0,202.0,379.0,362.0,7
286,145.0,57.0,-118.1932947895038,149.0,118.0,279.0,231.0,358.0,370.0,7
287,44.0,49.0,-122.073462351957,154.0,120.0,229.0,295.0,332.0,316.0,8
288,181.0,82.0,-118.69281574619312,173.0,165.0,296.0,234.0,321.0,322.0,7
289,140.0,104.0,-109.36964511251784,179.0,164.0,205.0,268.0,375.0,311.0,7
290,76.0,1.0,-123.8608620013141,188.0,132.0,214.0,297.0,326.0,380.0,10
291,62.0,22.0,-122.88901133486834,200.0,198.0,277.0,262.0,372.0,349.0,9
292,3.0,64.0,-124.06100768039684,158.0,105.0,244.0,246.0,400.0,347.0,10
293,71.0,10.0,-123.39120025222816,154.0,195.0,230.0,254.0,327.0,371.0,9
294,120.0,33.0,-120.45592593755052,183.0,101.0,290.0,237.0,350.0,392.0,7
295,96.0,55.0,-118.41610068203993,161.0,127.0,214.0,239.0,391.0,319.0,7
296,41.0,82.0,-120.5332497068722,189.0,198.0,297.0,239.0,367.0,351.0,7
297,1.0,80.0,-123.76549870890838,194.0,101.0,210.0,285.0,327.0,327.0,9
298,2.0,109.0,-123.242764352169,104.0,137.0,260.0,229.0,352.0,380.0,9
299,3.0,73.0,-123.80511640727492,137.0,131.0,247.0,231.0,339.0,332.0,9
300,129.0,57.0,-117.63578263015748,139.0,114.0,298.0,293.0,350.0,340.0,7
301,143.0,79.0,-114.88803432328184,196.0,181.0,213.0,200.0,345.0,366.0,7
302,100.0,72.0,-115.83844125356885,132.0,105.0,208.0,279.0,361.0,323.0,7
303,22.0,61.0,-122.92950637836827,189.0,169.0,249.0,234.0,373.0,345.0,9
304,82.0,3.0,-123.58220700543836,151.0,135.0,282.0,212.0,388.0,363.0,9
305,163.0,8.0,-123.34312042423367,128.0,139.0,258.0,240.0,306.0,308.0,9
306,110.0,25.0,-121.30036307967912,162.0,184.0,299.0,297.0,345.0,356.0,8
307,83.0,32.0,-121.2995335124221,157.0,176.0,239.0,240.0,339.0,355.0,8
308,172.0,73.0,-118.47490968051974,131.0,195.0,208.0,223.0,365.0,386.0,7
