x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
152.0,70.0,-116.98837750772849,179.0,118.0,299.0,211.0,357.0,310.0,7
137.0,80.0,-114.18855270799654,152.0,172.0,279.0,219.0,379.0,334.0,7
112.0,73.0,-115.0520606011581,146.0,126.0,267.0,274.0,367.0,336.0,7
47.0,96.0,-119.34604155395344,161.0,106.0,258.0,264.0,385.0,330.0,12
52.0,23.0,-123.24486528331246,189.0,117.0,286.0,295.0,355.0,386.0,11
178.0,96.0,-117.4603206681899,189.0,133.0,272.0,236.0,390.0,323.0,7
143.0,104.0,-110.17374654791897,119.0,102.0,294.0,252.0,362.0,314.0,11
155.0,106.0,-112.84000162749784,172.0,108.0,296.0,284.0,362.0,361.0,8
132.0,88.0,-112.02877748711153,114.0,134.0,289.0,254.0,368.0,311.0,12
134.0,0.0,-123.4121095916844,148.0,197.0,299.0,259.0,360.0,329.0,11
90.0,94.0,-113.42412850974588,190.0,162.0,293.0,208.0,366.0,382.0,7
5.0,50.0,-124.39698898002248,135.0,151.0,282.0,292.0,352.0,302.0,12
93.0,46.0,-119.56951881916984,116.0,194.0,273.0,265.0,362.0,316.0,12
170.0,40.0,-121.16872034321656,178.0,149.0,268.0,214.0,383.0,346.0,7
8.0,78.0,-123.3302161361824,124.0,141.0,280.0,201.0,351.0,349.0,7
32.0,38.0,-123.38272858342208,166.0,106.0,276.0,252.0,390.0,368.0,9
100.0,47.0,-119.2089303472764,117.0,197.0,258.0,255.0,359.0,346.0,11
135.0,46.0,-119.17318967457786,144.0,166.0,289.0,297.0,356.0,378.0,11
120.0,38.0,-119.92288611035988,164.0,127.0,299.0,235.0,358.0,312.0,7
75.0,1.0,-123.88577969471834,128.0,145.0,278.0,263.0,367.0,390.0,10
122.0,26.0,-121.1544999841999,100.0,159.0,261.0,210.0,389.0,318.0,7
120.0,48.0,-118.752019093728,138.0,141.0,287.0,294.0,372.0,367.0,8
89.0,97.0,-113.1723231209659,170.0,134.0,258.0,214.0,379.0,377.0,7
180.0,16.0,-123.34628321309972,142.0,140.0,286.0,216.0,370.0,333.0,7
157.0,76.0,-116.69164768573992,199.0,145.0,292.0,223.0,368.0,305.0,7
142.0,10.0,-122.74157376396218,163.0,196.0,278.0,232.0,390.0,350.0,7
44.0,80.0,-120.3490546605686,129.0,130.0,255.0,263.0,351.0,310.0,12
136.0,76.0,-114.86182224489971,110.0,170.0,263.0,200.0,375.0,355.0,7
64.0,88.0,-117.77487227032988,196.0,162.0,268.0,218.0,393.0,341.0,7
19.0,26.0,-124.61880468698848,101.0,118.0,291.0,233.0,385.0,391.0,7
161.0,18.0,-122.55430896531767,185.0,170.0,250.0,225.0,372.0,309.0,7
60.0,74.0,-119.2040054945072,160.0,160.0,260.0,229.0,353.0,368.0,7
154.0,109.0,-112.34986340745134,175.0,170.0,293.0,279.0,358.0,352.0,8
19.0,13.0,-125.19826510394496,129.0,103.0,291.0,292.0,378.0,353.0,12
135.0,89.0,-112.08945085947738,190.0,184.0,259.0,274.0,357.0,315.0,9
54.0,57.0,-120.8951699385634,148.0,141.0,291.0,245.0,379.0,391.0,12
42.0,51.0,-122.08505740925816,138.0,172.0,258.0,216.0,374.0,329.0,7
114.0,85.0,-112.41016384936748,124.0,117.0,278.0,216.0,385.0,385.0,7
44.0,5.0,-124.60981258041087,167.0,129.0,267.0,299.0,388.0,387.0,9
91.0,48.0,-119.43768356384392,181.0,138.0,285.0,300.0,376.0,313.0,9
64.0,13.0,-123.41777714466625,122.0,144.0,276.0,215.0,357.0,338.0,7
4.0,49.0,-124.48852533532876,143.0,145.0,267.0,252.0,360.0,356.0,11
111.0,62.0,-116.91916823001895,151.0,180.0,296.0,205.0,354.0,368.0,7
49.0,67.0,-120.63051734116544,109.0,133.0,299.0,253.0,395.0,317.0,8
32.0,74.0,-121.65507784790724,198.0,194.0,266.0,277.0,376.0,368.0,12
69.0,87.0,-117.2371029425579,181.0,171.0,258.0,291.0,360.0,388.0,10
31.0,23.0,-124.19562265707528,104.0,142.0,253.0,213.0,369.0,351.0,7
35.0,7.0,-124.83954701829822,121.0,190.0,255.0,203.0,379.0,394.0,7
101.0,31.0,-120.86610360723064,135.0,169.0,279.0,297.0,399.0,378.0,8
9.0,77.0,-123.28668490151836,118.0,200.0,269.0,208.0,388.0,395.0,7
8.0,66.0,-123.67991101361,155.0,124.0,271.0,207.0,365.0,368.0,7
134.0,96.0,-110.1492167110735,136.0,103.0,274.0,297.0,362.0,354.0,11
85.0,4.0,-123.44534589787764,100.0,149.0,265.0,259.0,400.0,374.0,8
168.0,44.0,-120.73236912954457,103.0,143.0,279.0,253.0,388.0,390.0,7
129.0,48.0,-118.81759487471226,105.0,168.0,291.0,284.0,358.0,390.0,12
136.0,21.0,-121.73206627691184,161.0,121.0,263.0,238.0,394.0,315.0,7
91.0,100.0,-112.35389954431504,126.0,138.0,278.0,281.0,376.0,374.0,9
104.0,95.0,-110.82268757715286,132.0,153.0,266.0,282.0,400.0,309.0,12
31.0,72.0,-121.81881076234508,112.0,163.0,251.0,286.0,351.0,325.0,11
139.0,96.0,-111.00629556720315,126.0,129.0,258.0,244.0,368.0,376.0,7
176.0,14.0,-123.33346917686076,161.0,165.0,296.0,265.0,364.0,357.0,11
136.0,18.0,-121.99463588809274,123.0,155.0,290.0,230.0,350.0,301.0,7
3.0,83.0,-123.55973104385646,107.0,155.0,260.0,221.0,353.0,394.0,7
189.0,94.0,-118.91654065957752,101.0,145.0,252.0,218.0,372.0,301.0,7
80.0,1.0,-123.76549870890838,103.0,127.0,293.0,285.0,351.0,316.0,7
171.0,52.0,-120.22462622648568,160.0,189.0,299.0,277.0,385.0,322.0,7
73.0,13.0,-123.12140955020504,105.0,142.0,277.0,270.0,385.0,308.0,10
156.0,106.0,-113.06027619997708,110.0,182.0,292.0,241.0,389.0,387.0,7
7.0,40.0,-124.64960912406488,159.0,160.0,281.0,233.0,366.0,338.0,7
182.0,98.0,-117.88309993070833,148.0,144.0,254.0,271.0,381.0,310.0,10
150.0,109.0,-111.33805823305758,155.0,123.0,254.0,278.0,393.0,311.0,11
166.0,23.0,-122.33856563793488,161.0,150.0,291.0,261.0,350.0,328.0,9
189.0,29.0,-122.89070530451956,152.0,140.0,269.0,295.0,360.0,379.0,8
122.0,31.0,-120.66231861150362,133.0,198.0,285.0,214.0,367.0,342.0,7
167.0,13.0,-123.105443054153,135.0,122.0,272.0,220.0,365.0,366.0,7
152.0,25.0,-121.7238687794826,129.0,115.0,300.0,281.0,388.0,313.0,8
17.0,68.0,-123.00670499112276,102.0,184.0,264.0,261.0,395.0,385.0,12
113.0,10.0,-122.58879944135413,107.0,199.0,289.0,276.0,391.0,381.0,9
141.0,19.0,-121.98572656837749,103.0,197.0,270.0,269.0,362.0,343.0,10
30.0,85.0,-121.40268039699112,145.0,141.0,276.0,230.0,350.0,394.0,7
180.0,46.0,-121.2529125432158,138.0,153.0,289.0,242.0,354.0,387.0,7
70.0,107.0,-115.7760491072994,150.0,170.0,299.0,235.0,363.0,371.0,7
105.0,34.0,-120.49091959557104,172.0,105.0,257.0,250.0,376.0,382.0,8
30.0,40.0,-123.3926472773455,137.0,113.0,258.0,202.0,393.0,354.0,7
106.0,84.0,-113.17213613295408,137.0,124.0,298.0,242.0,384.0,310.0,7
64.0,19.0,-123.01513867955734,161.0,136.0,292.0,280.0,361.0,400.0,10
33.0,44.0,-123.01887157348986,170.0,127.0,283.0,239.0,383.0,352.0,7
11.0,55.0,-123.86495577432608,144.0,168.0,250.0,265.0,399.0,393.0,8
24.0,33.0,-124.0516939378407,186.0,157.0,276.0,300.0,365.0,374.0,8
14.0,3.0,-125.83297376788732,112.0,176.0,297.0,210.0,350.0,361.0,7
175.0,10.0,-123.56448601948222,139.0,131.0,252.0,200.0,358.0,375.0,7
152.0,65.0,-117.61692895729638,159.0,142.0,294.0,269.0,358.0,359.0,12
167.0,110.0,-115.02954313695152,154.0,164.0,256.0,295.0,371.0,323.0,8
177.0,12.0,-123.500227344488,125.0,166.0,250.0,228.0,372.0,309.0,7
92.0,0.0,-123.59625493198205,162.0,199.0,279.0,239.0,399.0,329.0,7
29.0,2.0,-125.3121381186036,184.0,144.0,251.0,257.0,378.0,320.0,9
79.0,80.0,-116.71093933619628,190.0,120.0,299.0,259.0,368.0,380.0,10
186.0,23.0,-123.1357111326504,190.0,193.0,252.0,274.0,380.0,321.0,11
97.0,31.0,-120.95730095274529,186.0,104.0,267.0,230.0,380.0,328.0,7
173.0,53.0,-120.26902068009792,116.0,172.0,262.0,274.0,350.0,375.0,11
123.0,34.0,-120.35632649858717,160.0,134.0,272.0,249.0,388.0,366.0,12
125.0,51.0,-118.39003398429506,162.0,167.0,290.0,295.0,368.0,336.0,11
58.0,18.0,-123.3129664920692,106.0,116.0,273.0,267.0,391.0,308.0,7
15.0,11.0,-125.45235975702838,156.0,174.0,274.0,279.0,383.0,376.0,11
89.0,26.0,-121.6242035010444,152.0,134.0,262.0,290.0,385.0,328.0,7
26.0,91.0,-121.56842750686776,114.0,187.0,270.0,271.0,391.0,347.0,8
30.0,98.0,-121.02788435681984,131.0,102.0,277.0,217.0,392.0,351.0,7
113.0,76.0,-114.44361285985312,191.0,181.0,262.0,275.0,361.0,395.0,12
49.0,98.0,-119.04655446470711,132.0,143.0,275.0,269.0,379.0,349.0,10
127.0,37.0,-120.06151857388878,198.0,103.0,250.0,249.0,359.0,354.0,9
150.0,6.0,-123.18730768557477,120.0,117.0,258.0,230.0,376.0,361.0,7
133.0,10.0,-122.62919444401578,170.0,126.0,294.0,238.0,399.0,312.0,7
56.0,51.0,-121.1738433340636,199.0,172.0,293.0,212.0,400.0,304.0,7
80.0,96.0,-114.86707071863584,153.0,132.0,290.0,259.0,369.0,393.0,7
41.0,88.0,-120.27953377932596,166.0,141.0,273.0,223.0,373.0,314.0,7
32.0,100.0,-120.7907224554989,153.0,104.0,262.0,238.0,374.0,347.0,7
88.0,66.0,-117.531021992691,101.0,185.0,260.0,293.0,369.0,317.0,9
148.0,83.0,-114.76081490416932,184.0,172.0,292.0,249.0,388.0,334.0,10
138.0,10.0,-122.68473494475344,119.0,182.0,255.0,245.0,400.0,366.0,7
146.0,9.0,-122.88637453681451,180.0,128.0,284.0,211.0,351.0,341.0,7
60.0,105.0,-117.39211759829828,178.0,142.0,295.0,253.0,388.0,356.0,11
118.0,58.0,-117.41232719894045,127.0,171.0,298.0,235.0,385.0,312.0,7
170.0,48.0,-120.5040027897496,197.0,163.0,256.0,270.0,358.0,364.0,8
139.0,87.0,-112.9882254525876,134.0,171.0,252.0,277.0,373.0,360.0,11
47.0,91.0,-119.5445581050944,102.0,104.0,258.0,269.0,365.0,361.0,12
155.0,15.0,-122.61710704891044,198.0,133.0,288.0,294.0,361.0,366.0,7
61.0,24.0,-122.79403676873984,169.0,122.0,258.0,245.0,373.0,391.0,11
53.0,80.0,-119.48727557133616,167.0,157.0,274.0,237.0,395.0,319.0,7
115.0,98.0,-108.36006340443284,100.0,140.0,293.0,294.0,387.0,399.0,11
9.0,42.0,-124.46637344379296,187.0,146.0,298.0,212.0,395.0,300.0,7
79.0,102.0,-114.49746461600292,131.0,119.0,279.0,214.0,353.0,335.0,7
28.0,15.0,-124.7244781526806,189.0,139.0,257.0,294.0,393.0,322.0,9
139.0,65.0,-116.82077031950335,157.0,119.0,290.0,258.0,370.0,384.0,11
139.0,4.0,-123.16382144938052,144.0,157.0,260.0,228.0,396.0,400.0,7
68.0,77.0,-118.18192012922452,136.0,168.0,261.0,263.0,391.0,393.0,8
20.0,99.0,-121.90904079939703,175.0,128.0,280.0,269.0,373.0,355.0,12
81.0,80.0,-116.48657576726885,127.0,188.0,296.0,224.0,386.0,345.0,7
179.0,50.0,-120.89255668141077,126.0,188.0,282.0,280.0,351.0,302.0,7
20.0,89.0,-122.12940148609226,165.0,191.0,289.0,233.0,397.0,319.0,7
56.0,95.0,-118.34093134526232,179.0,167.0,250.0,292.0,391.0,396.0,12
178.0,82.0,-118.37000810397473,114.0,189.0,289.0,259.0,385.0,393.0,11
86.0,84.0,-115.4044185511695,107.0,129.0,272.0,270.0,356.0,344.0,7
49.0,73.0,-120.27250259849288,199.0,198.0,256.0,269.0,366.0,386.0,9
50.0,50.0,-121.62911781442648,132.0,150.0,280.0,243.0,354.0,326.0,7
96.0,40.0,-120.09533778487936,193.0,106.0,282.0,262.0,361.0,369.0,9
108.0,26.0,-121.22870418236693,163.0,119.0,263.0,253.0,393.0,371.0,8
79.0,101.0,-114.57994967265928,109.0,110.0,282.0,240.0,350.0,370.0,7
152.0,53.0,-119.01245954348786,186.0,148.0,253.0,268.0,375.0,304.0,9
171.0,21.0,-122.66852064472133,167.0,177.0,292.0,228.0,397.0,366.0,7
155.0,68.0,-117.47790495548595,126.0,106.0,294.0,248.0,392.0,377.0,8
30.0,58.0,-122.5191058393581,154.0,124.0,255.0,229.0,398.0,389.0,7
145.0,59.0,-117.94267643707244,180.0,139.0,260.0,211.0,393.0,400.0,7
65.0,69.0,-119.13300962929456,180.0,115.0,259.0,276.0,358.0,337.0,7
150.0,56.0,-118.5687693548916,199.0,171.0,290.0,274.0,399.0,301.0,12
109.0,19.0,-121.85555791014652,182.0,193.0,286.0,269.0,355.0,386.0,7
44.0,27.0,-123.36920544396104,145.0,110.0,285.0,297.0,374.0,313.0,9
37.0,83.0,-120.85644468340747,120.0,186.0,271.0,279.0,397.0,383.0,11
80.0,93.0,-115.17248514073916,125.0,129.0,277.0,288.0,360.0,304.0,7
101.0,97.0,-110.8700723528828,199.0,156.0,271.0,258.0,380.0,396.0,7
166.0,89.0,-116.3525045190087,125.0,199.0,298.0,235.0,371.0,365.0,7
48.0,66.0,-120.77155878827344,198.0,103.0,271.0,283.0,379.0,361.0,10
128.0,81.0,-113.41316058095197,104.0,112.0,285.0,226.0,382.0,314.0,7
124.0,32.0,-120.5669349075967,143.0,184.0,294.0,253.0,352.0,371.0,11
58.0,0.0,-124.42601075840092,163.0,109.0,262.0,263.0,372.0,382.0,11
103.0,21.0,-121.75437917830504,109.0,183.0,253.0,220.0,400.0,372.0,7
103.0,98.0,-110.24099249827748,138.0,150.0,294.0,274.0,365.0,361.0,10
81.0,12.0,-122.9619258365396,178.0,175.0,289.0,244.0,372.0,315.0,7
61.0,7.0,-123.90465154249743,190.0,170.0,270.0,273.0,358.0,363.0,9
47.0,28.0,-123.1674250675962,199.0,177.0,259.0,283.0,384.0,350.0,10
112.0,29.0,-120.8976067637337,146.0,163.0,300.0,254.0,396.0,369.0,10
19.0,102.0,-121.94457824483052,178.0,112.0,275.0,216.0,365.0,370.0,7
37.0,25.0,-123.81167352857378,154.0,182.0,268.0,248.0,400.0,363.0,7
28.0,109.0,-121.02598078979877,120.0,177.0,253.0,229.0,397.0,322.0,7
53.0,68.0,-120.23747160842424,182.0,162.0,292.0,281.0,369.0,349.0,9
6.0,1.0,-126.21948546695975,169.0,178.0,299.0,256.0,378.0,341.0,7
34.0,86.0,-121.01329237300112,112.0,136.0,284.0,266.0,383.0,354.0,8
95.0,52.0,-118.81714410772004,108.0,101.0,293.0,266.0,393.0,363.0,7
33.0,75.0,-121.53194598767038,124.0,193.0,275.0,275.0,355.0,320.0,7
1.0,1.0,-126.40879362923847,176.0,131.0,289.0,251.0,382.0,342.0,9
125.0,72.0,-115.14877223298777,200.0,173.0,264.0,266.0,382.0,355.0,8
183.0,104.0,-117.76990672481398,122.0,191.0,287.0,250.0,373.0,346.0,7
18.0,103.0,-122.0156915771966,128.0,167.0,266.0,250.0,381.0,347.0,10
86.0,110.0,-112.39798514375394,149.0,155.0,264.0,293.0,393.0,380.0,11
80.0,85.0,-116.03937388559252,122.0,183.0,270.0,241.0,353.0,331.0,7
190.0,105.0,-118.64301957259217,174.0,155.0,269.0,236.0,392.0,312.0,7
40.0,51.0,-122.2143075641102,151.0,113.0,284.0,203.0,351.0,362.0,7
125.0,108.0,-103.35611571439566,115.0,130.0,286.0,238.0,360.0,346.0,7
44.0,108.0,-119.35389116696976,119.0,140.0,250.0,238.0,358.0,380.0,7
158.0,83.0,-115.95790282380332,153.0,177.0,284.0,214.0,398.0,358.0,7
139.0,62.0,-117.2513474385254,106.0,184.0,290.0,282.0,399.0,325.0,9
43.0,92.0,-119.9234610309262,118.0,184.0,250.0,246.0,399.0,385.0,9
64.0,40.0,-121.5057218096662,131.0,187.0,280.0,224.0,358.0,353.0,7
168.0,9.0,-123.4142129944479,109.0,107.0,265.0,278.0,356.0,372.0,11
139.0,6.0,-123.01110629554142,119.0,169.0,271.0,252.0,396.0,338.0,11
115.0,86.0,-112.1153233541454,197.0,147.0,290.0,291.0,354.0,351.0,10
49.0,109.0,-118.73742557174724,112.0,144.0,275.0,284.0,351.0,390.0,7
76.0,4.0,-123.65920789608448,198.0,125.0,284.0,235.0,371.0,317.0,7
190.0,37.0,-122.43313139500523,195.0,146.0,275.0,281.0,400.0,328.0,8
182.0,108.0,-117.50585875189708,134.0,170.0,300.0,203.0,385.0,337.0,7
137.0,13.0,-122.42880624099156,123.0,188.0,279.0,296.0,359.0,384.0,9
34.0,88.0,-120.94299462546084,125.0,183.0,286.0,260.0,350.0,359.0,7
33.0,32.0,-123.63835957355036,161.0,143.0,260.0,209.0,364.0,395.0,7
47.0,46.0,-122.0684839149788,137.0,121.0,264.0,240.0,361.0,392.0,7
21.0,85.0,-122.1565731376808,136.0,106.0,252.0,227.0,376.0,389.0,7
163.0,40.0,-120.8282340986082,133.0,183.0,274.0,253.0,357.0,387.0,10
184.0,52.0,-121.06966084101586,178.0,193.0,280.0,276.0,362.0,321.0,7
169.0,45.0,-120.70155748142014,124.0,150.0,284.0,222.0,362.0,305.0,7
43.0,106.0,-119.50762756524966,107.0,155.0,257.0,284.0,365.0,352.0,8
130.0,14.0,-122.27327011351758,169.0,192.0,285.0,276.0,393.0,345.0,7
92.0,63.0,-117.6346605518658,136.0,116.0,256.0,257.0,361.0,366.0,10
24.0,2.0,-125.49804710606293,195.0,195.0,296.0,235.0,381.0,313.0,7
128.0,27.0,-121.08763150955129,165.0,110.0,263.0,264.0,384.0,357.0,8
85.0,72.0,-117.03735155132968,191.0,165.0,289.0,286.0,368.0,379.0,12
98.0,61.0,-117.55636686538668,105.0,178.0,279.0,265.0,361.0,335.0,9
142.0,35.0,-120.53100502400602,179.0,160.0,257.0,219.0,353.0,310.0,7
27.0,96.0,-121.35231319469536,134.0,153.0,296.0,213.0,387.0,397.0,7
66.0,17.0,-123.07798207903475,152.0,150.0,295.0,244.0,382.0,355.0,7
121.0,97.0,-108.51639777778573,165.0,109.0,288.0,212.0,354.0,312.0,7
150.0,30.0,-121.22684275787094,158.0,137.0,278.0,261.0,361.0,356.0,10
78.0,65.0,-118.40875710552535,198.0,155.0,271.0,228.0,369.0,373.0,7
99.0,97.0,-111.25462487833356,185.0,187.0,265.0,263.0,372.0,331.0,10
121.0,74.0,-114.724172876123,131.0,105.0,265.0,221.0,352.0,388.0,7
177.0,2.0,-124.1378535345003,124.0,161.0,271.0,262.0,378.0,380.0,11
113.0,64.0,-116.56551746677404,196.0,104.0,250.0,261.0,374.0,397.0,9
33.0,96.0,-120.79212525888296,123.0,114.0,266.0,294.0,353.0,372.0,11
27.0,14.0,-124.81509895460697,138.0,119.0,278.0,272.0,372.0,318.0,8
82.0,91.0,-115.08761507831036,151.0,186.0,262.0,277.0,383.0,390.0,9
14.0,36.0,-124.43883114522558,138.0,105.0,291.0,262.0,383.0,357.0,7
46.0,31.0,-123.03632704469558,171.0,158.0,255.0,213.0,355.0,366.0,7
138.0,103.0,-109.0739202169124,163.0,167.0,273.0,240.0,365.0,328.0,7
75.0,99.0,-115.42603517681412,162.0,198.0,271.0,284.0,366.0,320.0,8
168.0,65.0,-118.84743894545336,160.0,135.0,276.0,203.0,356.0,374.0,7
118.0,4.0,-123.04963943496602,167.0,102.0,261.0,256.0,350.0,361.0,8
128.0,102.0,-107.07216735777838,114.0,105.0,252.0,231.0,372.0,325.0,7
82.0,25.0,-121.92371845710504,128.0,169.0,251.0,256.0,370.0,354.0,8
175.0,17.0,-123.09547145586431,198.0,198.0,299.0,277.0,367.0,352.0,8
51.0,49.0,-121.63003273603827,101.0,156.0,278.0,278.0,369.0,322.0,10
147.0,85.0,-114.32260076934084,164.0,183.0,263.0,229.0,366.0,383.0,7
168.0,29.0,-121.95344627493066,164.0,200.0,281.0,269.0,386.0,378.0,7
149.0,78.0,-115.6233916826296,165.0,100.0,256.0,285.0,393.0,300.0,7
148.0,21.0,-121.9595906981894,179.0,127.0,292.0,265.0,390.0,395.0,12
189.0,19.0,-123.51206367231693,147.0,181.0,297.0,200.0,396.0,333.0,7
66.0,63.0,-119.54429781096846,199.0,133.0,283.0,286.0,363.0,313.0,12
161.0,41.0,-120.64626939765,172.0,135.0,258.0,293.0,388.0,368.0,11
113.0,108.0,-104.08358619183184,113.0,192.0,295.0,230.0,374.0,346.0,7
73.0,91.0,-116.38173651335038,115.0,163.0,292.0,281.0,359.0,349.0,8
131.0,97.0,-109.38516518858997,107.0,163.0,261.0,216.0,366.0,393.0,7
53.0,43.0,-121.90424848436584,135.0,191.0,251.0,270.0,369.0,357.0,7
155.0,108.0,-112.6668866178094,167.0,163.0,299.0,288.0,396.0,327.0,9
121.0,50.0,-118.4989098018158,158.0,179.0,263.0,218.0,396.0,397.0,7
173.0,51.0,-120.43474910506828,193.0,153.0,290.0,241.0,358.0,301.0,7
86.0,99.0,-113.48140854825952,171.0,119.0,261.0,271.0,396.0,366.0,11
24.0,68.0,-122.50930383138504,130.0,113.0,295.0,260.0,389.0,339.0,8
63.0,91.0,-117.69793396397202,183.0,178.0,295.0,277.0,359.0,316.0,11
105.0,8.0,-122.8143384306457,122.0,119.0,256.0,212.0,360.0,384.0,7
1.0,42.0,-124.8954957997436,187.0,160.0,297.0,226.0,397.0,396.0,7
47.0,39.0,-122.4991624535723,191.0,120.0,284.0,279.0,366.0,330.0,7
167.0,85.0,-116.85150344760982,153.0,195.0,261.0,246.0,386.0,340.0,8
117.0,26.0,-121.1583497597488,162.0,164.0,267.0,241.0,382.0,310.0,7
61.0,99.0,-117.50704680205354,185.0,149.0,274.0,256.0,377.0,302.0,12
56.0,9.0,-123.95100556847972,168.0,134.0,297.0,252.0,358.0,345.0,10
127.0,11.0,-122.50413428617247,175.0,165.0,297.0,233.0,379.0,358.0,7
23.0,90.0,-121.85326662614554,166.0,171.0,294.0,248.0,364.0,316.0,8
8.0,48.0,-124.29735858890078,174.0,144.0,285.0,236.0,378.0,372.0,7
81.0,7.0,-123.32423767589898,149.0,142.0,287.0,256.0,397.0,336.0,12
8.0,83.0,-123.20364797258593,109.0,200.0,298.0,236.0,359.0,369.0,7
81.0,76.0,-116.9453784905308,120.0,168.0,268.0,254.0,380.0,376.0,10
179.0,69.0,-119.43826883617808,134.0,154.0,251.0,207.0,400.0,373.0,7
18.0,67.0,-122.97285457748303,177.0,155.0,281.0,211.0,373.0,323.0,7
121.0,69.0,-115.65111587737778,118.0,194.0,256.0,278.0,391.0,334.0,11
70.0,77.0,-117.97607604900074,184.0,127.0,250.0,208.0,372.0,306.0,7
75.0,14.0,-122.98843600400424,158.0,137.0,252.0,208.0,354.0,319.0,7
53.0,9.0,-124.05768954567137,154.0,186.0,257.0,214.0,368.0,386.0,7
170.0,63.0,-119.18985185902636,180.0,127.0,280.0,206.0,351.0,320.0,7
85.0,21.0,-122.1565731376808,132.0,116.0,275.0,286.0,374.0,377.0,12
113.0,44.0,-119.27940075204243,118.0,116.0,278.0,210.0,390.0,348.0,7
1.0,2.0,-126.37092099320073,133.0,181.0,251.0,233.0,369.0,357.0,7
98.0,82.0,-114.32448465236214,181.0,170.0,286.0,209.0,386.0,340.0,7
190.0,7.0,-124.2638557294679,181.0,100.0,273.0,250.0,351.0,313.0,7
110.0,89.0,-111.6442723213108,158.0,142.0,291.0,269.0,371.0,388.0,9
6.0,30.0,-125.0813301748185,106.0,105.0,257.0,255.0,394.0,357.0,7
25.0,10.0,-125.08761373091671,122.0,126.0,297.0,244.0,352.0,359.0,7
