x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
98.0,99.0,-111.0426632661304,141.0,199.0,221.0,220.0,376.0,369.0,7
68.0,10.0,-123.48455266803072,118.0,140.0,203.0,270.0,378.0,379.0,7
104.0,55.0,-118.10349436396676,115.0,105.0,279.0,293.0,400.0,358.0,9
56.0,80.0,-119.18751464739508,173.0,116.0,230.0,239.0,385.0,325.0,7
92.0,0.0,-123.59625493198205,128.0,172.0,298.0,226.0,317.0,358.0,7
138.0,35.0,-120.4379075026921,143.0,125.0,236.0,269.0,376.0,352.0,7
139.0,45.0,-119.3912123417482,169.0,138.0,231.0,223.0,331.0,320.0,7
30.0,106.0,-120.87256542715062,105.0,121.0,216.0,278.0,315.0,351.0,7
0.0,9.0,-126.14653441190688,191.0,188.0,245.0,201.0,395.0,374.0,7
37.0,38.0,-123.10846092951031,160.0,122.0,280.0,238.0,338.0,332.0,7
130.0,84.0,-112.83756185301954,163.0,182.0,237.0,201.0,371.0,371.0,7
167.0,42.0,-120.85052450806634,125.0,184.0,216.0,265.0,378.0,365.0,7
12.0,101.0,-122.54462040104792,169.0,161.0,222.0,237.0,352.0,358.0,7
61.0,101.0,-117.4137466874237,166.0,104.0,220.0,277.0,307.0,340.0,7
63.0,72.0,-119.07417759943708,125.0,107.0,292.0,245.0,318.0,368.0,7
57.0,90.0,-118.48092075411748,174.0,136.0,273.0,300.0,307.0,337.0,9
52.0,102.0,-118.54964575412882,146.0,186.0,261.0,238.0,359.0,340.0,7
1.0,79.0,-123.78867815662544,160.0,110.0,287.0,214.0,308.0,345.0,7
21.0,93.0,-121.94825014156726,196.0,140.0,226.0,249.0,306.0,302.0,7
26.0,22.0,-124.47528614959744,191.0,123.0,232.0,283.0,355.0,315.0,7
14.0,106.0,-122.31605975860312,141.0,129.0,204.0,288.0,301.0,343.0,7
50.0,42.0,-122.14239259617165,183.0,162.0,235.0,258.0,366.0,389.0,7
141.0,76.0,-115.22058940514144,167.0,142.0,269.0,269.0,361.0,340.0,7
150.0,76.0,-116.00699218090092,170.0,122.0,294.0,298.0,382.0,396.0,12
145.0,95.0,-112.29549678613888,156.0,143.0,262.0,216.0,385.0,377.0,7
40.0,84.0,-120.53935933877358,112.0,160.0,258.0,225.0,318.0,327.0,7
27.0,70.0,-122.20823693930356,158.0,200.0,266.0,203.0,321.0,374.0,7
66.0,88.0,-117.531021992691,137.0,162.0,236.0,293.0,300.0,386.0,7
141.0,78.0,-114.881002029259,137.0,161.0,205.0,234.0,337.0,325.0,7
185.0,65.0,-120.23153639279428,179.0,129.0,221.0,295.0,386.0,396.0,7
54.0,40.0,-122.0478831095264,187.0,171.0,300.0,259.0,384.0,306.0,7
128.0,86.0,-112.2351511721787,114.0,143.0,284.0,250.0,343.0,364.0,7
42.0,102.0,-119.71192085461588,193.0,161.0,220.0,256.0,346.0,360.0,7
116.0,84.0,-112.58457721617988,125.0,137.0,293.0,201.0,383.0,370.0,7
3.0,9.0,-126.02500705433071,187.0,106.0,210.0,256.0,332.0,363.0,7
65.0,54.0,-120.35365559407268,132.0,159.0,274.0,232.0,313.0,316.0,7
135.0,100.0,-109.18385729602667,120.0,145.0,295.0,247.0,374.0,314.0,7
115.0,25.0,-121.26202835947416,144.0,174.0,239.0,230.0,368.0,308.0,7
88.0,64.0,-117.77487227032988,127.0,174.0,278.0,242.0,334.0,300.0,7
93.0,110.0,-110.5436101665518,157.0,151.0,238.0,288.0,326.0,341.0,7
94.0,94.0,-112.73845655516293,200.0,103.0,275.0,210.0,328.0,346.0,7
104.0,2.0,-123.28658530485704,111.0,162.0,238.0,215.0,379.0,323.0,7
105.0,68.0,-116.19420631844588,103.0,170.0,241.0,288.0,314.0,395.0,7
121.0,78.0,-113.90742005556976,150.0,160.0,270.0,291.0,342.0,342.0,7
90.0,52.0,-119.04783360737574,121.0,184.0,222.0,233.0,397.0,317.0,7
139.0,85.0,-113.39411961415404,117.0,111.0,256.0,269.0,389.0,363.0,7
63.0,2.0,-124.1532614273164,136.0,148.0,293.0,262.0,303.0,304.0,7
41.0,88.0,-120.27953377932596,125.0,167.0,249.0,285.0,320.0,373.0,7
128.0,98.0,-108.63067046244194,154.0,178.0,245.0,231.0,334.0,348.0,7
123.0,15.0,-122.15311050528646,160.0,165.0,246.0,290.0,331.0,360.0,7
20.0,2.0,-125.64822384625566,154.0,163.0,291.0,243.0,334.0,360.0,7
47.0,20.0,-123.64274660945844,119.0,178.0,209.0,222.0,335.0,345.0,7
166.0,65.0,-118.68623987512125,139.0,120.0,292.0,287.0,304.0,368.0,12
146.0,87.0,-113.8628652953512,120.0,116.0,228.0,296.0,320.0,390.0,7
111.0,10.0,-122.60100229075996,139.0,103.0,257.0,220.0,387.0,393.0,7
44.0,64.0,-121.20133008534586,117.0,117.0,297.0,288.0,367.0,400.0,12
175.0,77.0,-118.4355465637841,180.0,177.0,234.0,288.0,345.0,385.0,7
40.0,54.0,-122.0478831095264,164.0,188.0,269.0,289.0,352.0,398.0,7
150.0,68.0,-117.09207646709262,198.0,113.0,292.0,204.0,382.0,381.0,7
124.0,34.0,-120.36025706431371,142.0,165.0,280.0,245.0,357.0,309.0,7
123.0,61.0,-116.96992895088374,182.0,184.0,219.0,283.0,335.0,389.0,7
49.0,98.0,-119.04655446470711,175.0,156.0,228.0,278.0,387.0,317.0,7
179.0,6.0,-123.9504896999245,181.0,135.0,266.0,259.0,400.0,310.0,7
166.0,89.0,-116.3525045190087,146.0,157.0,239.0,273.0,357.0,358.0,7
71.0,56.0,-119.77978953173005,200.0,188.0,292.0,218.0,333.0,366.0,7
91.0,97.0,-112.79703292357446,129.0,124.0,276.0,297.0,300.0,330.0,9
156.0,93.0,-114.46390545467092,199.0,165.0,220.0,268.0,310.0,374.0,7
18.0,18.0,-125.019555077074,163.0,145.0,280.0,281.0,330.0,318.0,7
41.0,83.0,-120.48899770847044,141.0,146.0,236.0,221.0,378.0,330.0,7
125.0,80.0,-113.53028547499665,152.0,113.0,220.0,224.0,360.0,320.0,7
85.0,90.0,-114.76265611996628,118.0,156.0,232.0,225.0,318.0,392.0,7
161.0,99.0,-114.66358128639666,104.0,112.0,269.0,261.0,314.0,388.0,7
136.0,83.0,-113.51039607209891,181.0,160.0,206.0,298.0,341.0,395.0,7
160.0,81.0,-116.42725345688253,128.0,153.0,252.0,243.0,384.0,378.0,7
123.0,24.0,-121.34628869983844,147.0,133.0,267.0,206.0,346.0,341.0,7
123.0,37.0,-120.03689354666112,111.0,187.0,289.0,284.0,332.0,310.0,12
53.0,100.0,-118.4964231100393,172.0,150.0,200.0,245.0,376.0,399.0,7
184.0,61.0,-120.4324659213802,168.0,109.0,210.0,227.0,373.0,361.0,7
98.0,26.0,-121.39804022927444,169.0,154.0,223.0,286.0,309.0,333.0,7
8.0,38.0,-124.67287602756858,103.0,148.0,233.0,218.0,315.0,309.0,7
31.0,92.0,-121.09201491876964,189.0,112.0,298.0,229.0,398.0,381.0,7
140.0,104.0,-109.36964511251784,159.0,107.0,290.0,260.0,392.0,322.0,7
123.0,26.0,-121.15677832295484,119.0,144.0,264.0,236.0,357.0,322.0,7
22.0,44.0,-123.65781250308038,140.0,111.0,268.0,278.0,343.0,371.0,7
113.0,52.0,-118.2883062067628,173.0,170.0,232.0,268.0,396.0,312.0,7
42.0,66.0,-121.24537489384542,147.0,150.0,230.0,249.0,388.0,376.0,7
41.0,98.0,-119.9300884867871,166.0,172.0,217.0,223.0,336.0,340.0,7
123.0,66.0,-116.17549650833578,110.0,103.0,287.0,258.0,326.0,357.0,7
123.0,76.0,-114.34105731511228,140.0,153.0,238.0,230.0,343.0,335.0,7
170.0,31.0,-121.8821762592749,100.0,173.0,227.0,280.0,366.0,310.0,7
64.0,23.0,-122.7396139657916,178.0,108.0,232.0,293.0,328.0,325.0,7
32.0,82.0,-121.33654574992644,104.0,116.0,219.0,299.0,374.0,346.0,7
58.0,19.0,-123.248372957548,144.0,113.0,278.0,221.0,347.0,387.0,7
107.0,25.0,-121.33494305768716,108.0,162.0,222.0,251.0,399.0,316.0,7
14.0,97.0,-122.44682712997349,125.0,196.0,213.0,297.0,332.0,373.0,7
99.0,85.0,-113.67055112535029,114.0,158.0,204.0,260.0,346.0,378.0,7
31.0,62.0,-122.26346151965568,121.0,190.0,210.0,233.0,355.0,362.0,7
142.0,86.0,-113.53890455609609,179.0,177.0,239.0,256.0,346.0,374.0,7
72.0,102.0,-115.70960414182323,127.0,126.0,246.0,222.0,338.0,304.0,7
110.0,41.0,-119.66226218937686,118.0,139.0,210.0,210.0,313.0,389.0,7
33.0,83.0,-121.21231855911287,130.0,135.0,222.0,296.0,380.0,370.0,7
106.0,7.0,-122.88279186496985,187.0,152.0,245.0,243.0,342.0,339.0,7
73.0,75.0,-117.85583270288106,113.0,116.0,250.0,270.0,398.0,316.0,7
174.0,93.0,-117.11168488120872,183.0,185.0,295.0,287.0,346.0,348.0,12
162.0,45.0,-120.33091509124216,174.0,127.0,255.0,206.0,361.0,342.0,7
23.0,90.0,-121.85326662614554,156.0,123.0,268.0,247.0,391.0,315.0,7
153.0,6.0,-123.24764140925322,162.0,180.0,233.0,216.0,367.0,341.0,7
35.0,12.0,-124.58349431133108,195.0,113.0,211.0,241.0,372.0,389.0,7
54.0,31.0,-122.64307276685372,139.0,163.0,296.0,281.0,305.0,333.0,12
128.0,35.0,-120.28352034349284,157.0,178.0,222.0,205.0,356.0,385.0,7
14.0,59.0,-123.53150757729868,200.0,117.0,236.0,201.0,354.0,364.0,7
187.0,101.0,-118.39587892760514,148.0,193.0,218.0,212.0,354.0,326.0,7
14.0,106.0,-122.31605975860312,153.0,191.0,241.0,261.0,350.0,379.0,7
135.0,66.0,-116.4856779875364,137.0,198.0,272.0,247.0,381.0,319.0,7
23.0,75.0,-122.32130098556618,122.0,141.0,219.0,203.0,369.0,398.0,7
49.0,53.0,-121.50338508580606,115.0,138.0,270.0,258.0,344.0,323.0,7
171.0,90.0,-116.93292880989776,139.0,140.0,206.0,246.0,344.0,378.0,7
166.0,22.0,-122.41437340424751,180.0,104.0,257.0,241.0,351.0,383.0,7
188.0,74.0,-119.89769493337424,132.0,143.0,224.0,223.0,303.0,354.0,7
84.0,31.0,-121.35042824722944,142.0,129.0,264.0,249.0,308.0,357.0,7
138.0,103.0,-109.0739202169124,130.0,153.0,205.0,228.0,360.0,346.0,7
45.0,93.0,-119.6761748186128,157.0,140.0,247.0,236.0,315.0,323.0,7
116.0,5.0,-122.97605902701169,200.0,152.0,296.0,265.0,317.0,319.0,7
124.0,101.0,-106.97440242088147,143.0,153.0,221.0,212.0,363.0,320.0,7
21.0,24.0,-124.61408204512604,148.0,155.0,230.0,292.0,303.0,300.0,7
55.0,101.0,-118.20866052496127,179.0,141.0,248.0,241.0,342.0,306.0,7
154.0,29.0,-121.4395359389315,199.0,149.0,282.0,243.0,353.0,310.0,7
120.0,62.0,-116.80661410903102,141.0,185.0,297.0,289.0,302.0,323.0,12
157.0,41.0,-120.46646853304782,171.0,181.0,230.0,229.0,301.0,391.0,7
160.0,30.0,-121.56163069552572,160.0,118.0,289.0,246.0,319.0,341.0,7
112.0,44.0,-119.29132772800136,200.0,135.0,246.0,272.0,354.0,322.0,7
58.0,25.0,-122.85479249165098,148.0,164.0,210.0,261.0,371.0,380.0,7
181.0,58.0,-120.42715235851972,154.0,183.0,252.0,203.0,343.0,348.0,7
107.0,58.0,-117.60670395101236,110.0,164.0,214.0,300.0,328.0,318.0,7
77.0,40.0,-120.85239695471546,139.0,186.0,251.0,291.0,338.0,312.0,7
32.0,20.0,-124.30193370779288,146.0,109.0,216.0,295.0,305.0,338.0,7
36.0,90.0,-120.68770602435929,125.0,185.0,253.0,264.0,372.0,349.0,7
105.0,20.0,-121.8138307968442,151.0,192.0,224.0,268.0,312.0,363.0,7
47.0,103.0,-119.12007004848964,128.0,118.0,277.0,275.0,329.0,308.0,7
134.0,93.0,-110.96828871977068,119.0,139.0,279.0,250.0,362.0,315.0,7
118.0,39.0,-119.8158374489078,159.0,124.0,297.0,298.0,309.0,394.0,12
105.0,73.0,-115.36407617516936,192.0,109.0,233.0,211.0,325.0,367.0,7
103.0,45.0,-119.3509092481811,150.0,176.0,208.0,245.0,305.0,345.0,7
99.0,79.0,-114.75313188840984,131.0,102.0,217.0,287.0,306.0,304.0,7
65.0,77.0,-118.4878767764436,156.0,125.0,251.0,285.0,391.0,390.0,7
79.0,9.0,-123.23278691479294,114.0,124.0,230.0,249.0,352.0,331.0,7
37.0,43.0,-122.83751158293222,136.0,194.0,223.0,247.0,393.0,371.0,7
103.0,99.0,-109.98616292367348,160.0,136.0,226.0,213.0,302.0,395.0,7
83.0,9.0,-123.13090325701052,181.0,151.0,274.0,227.0,328.0,386.0,7
34.0,87.0,-120.97775181301998,113.0,200.0,282.0,271.0,383.0,387.0,7
4.0,103.0,-123.14638374219264,167.0,169.0,292.0,268.0,361.0,376.0,7
63.0,15.0,-123.32082798742648,185.0,142.0,200.0,218.0,326.0,362.0,7
51.0,37.0,-122.407281976041,184.0,120.0,293.0,263.0,308.0,388.0,7
80.0,104.0,-114.15042087524716,185.0,151.0,300.0,207.0,395.0,391.0,7
64.0,45.0,-121.12447391339148,112.0,159.0,260.0,284.0,384.0,307.0,7
56.0,82.0,-119.06244466770238,183.0,196.0,249.0,231.0,331.0,387.0,7
105.0,88.0,-112.37868505345348,152.0,122.0,257.0,215.0,379.0,387.0,7
47.0,101.0,-119.17792992852988,141.0,153.0,242.0,284.0,390.0,354.0,7
146.0,61.0,-117.74106146360396,121.0,138.0,283.0,201.0,358.0,348.0,7
153.0,11.0,-122.87540240947246,155.0,118.0,269.0,201.0,378.0,355.0,7
49.0,59.0,-121.12524926795794,103.0,195.0,294.0,248.0,332.0,345.0,7
85.0,60.0,-118.44127792558588,129.0,185.0,215.0,205.0,335.0,329.0,7
172.0,87.0,-117.29704945627734,140.0,104.0,279.0,289.0,311.0,330.0,9
11.0,108.0,-122.54346433753416,155.0,175.0,204.0,236.0,370.0,398.0,7
49.0,35.0,-122.63923900164946,135.0,112.0,235.0,269.0,395.0,361.0,7
175.0,103.0,-116.6722124241322,111.0,157.0,259.0,267.0,380.0,353.0,7
42.0,98.0,-119.82387334093326,102.0,156.0,293.0,268.0,342.0,301.0,7
64.0,0.0,-124.24738146385693,122.0,123.0,202.0,220.0,389.0,364.0,7
121.0,97.0,-108.51639777778573,124.0,184.0,201.0,252.0,395.0,346.0,7
14.0,101.0,-122.38143560787978,109.0,183.0,205.0,285.0,366.0,351.0,7
78.0,32.0,-121.49107823909506,172.0,108.0,289.0,241.0,336.0,339.0,7
109.0,41.0,-119.67745170190024,181.0,109.0,293.0,289.0,356.0,398.0,12
92.0,43.0,-119.9234610309262,129.0,106.0,219.0,298.0,390.0,333.0,7
157.0,52.0,-119.38678530534966,119.0,153.0,235.0,262.0,322.0,389.0,7
163.0,15.0,-122.83942291181523,188.0,200.0,232.0,240.0,395.0,338.0,7
96.0,41.0,-119.99166737610454,132.0,173.0,214.0,248.0,338.0,325.0,7
78.0,50.0,-119.89306447919604,135.0,194.0,300.0,297.0,362.0,360.0,12
50.0,42.0,-122.14239259617165,144.0,141.0,291.0,264.0,304.0,396.0,7
105.0,45.0,-119.30136888215162,103.0,180.0,276.0,254.0,347.0,365.0,7
154.0,32.0,-121.17498623529016,176.0,162.0,266.0,205.0,314.0,397.0,7
18.0,26.0,-124.66658256847543,188.0,164.0,299.0,271.0,391.0,393.0,8
187.0,4.0,-124.33455342266964,114.0,135.0,285.0,280.0,325.0,318.0,8
137.0,103.0,-108.81224071545472,105.0,128.0,252.0,295.0,398.0,385.0,7
107.0,98.0,-109.4862970348094,102.0,128.0,224.0,265.0,376.0,361.0,7
86.0,103.0,-113.0316570423012,153.0,148.0,271.0,204.0,350.0,387.0,7
60.0,38.0,-121.86315391508202,149.0,168.0,221.0,295.0,327.0,368.0,7
76.0,76.0,-117.45446372067138,102.0,159.0,202.0,269.0,379.0,326.0,7
123.0,62.0,-116.81652122399788,143.0,177.0,216.0,251.0,350.0,344.0,7
18.0,15.0,-125.15204452080884,133.0,143.0,284.0,273.0,349.0,382.0,7
30.0,48.0,-122.99813436212985,159.0,192.0,283.0,241.0,338.0,302.0,7
78.0,10.0,-123.18830177436637,102.0,165.0,279.0,218.0,304.0,323.0,7
158.0,41.0,-120.51033624924196,137.0,157.0,203.0,234.0,338.0,387.0,7
166.0,84.0,-116.82379038344274,157.0,180.0,252.0,269.0,308.0,397.0,7
146.0,21.0,-121.91387409814294,126.0,161.0,270.0,231.0,307.0,339.0,7
157.0,38.0,-120.74449856600734,112.0,103.0,200.0,229.0,398.0,333.0,7
105.0,50.0,-118.706552487244,123.0,138.0,258.0,237.0,326.0,392.0,7
86.0,108.0,-112.55429482662817,169.0,194.0,237.0,204.0,320.0,359.0,7
65.0,42.0,-121.29959536663124,148.0,199.0,253.0,267.0,303.0,340.0,7
29.0,99.0,-121.09943988021652,163.0,185.0,235.0,245.0,309.0,376.0,7
56.0,35.0,-122.27815981031516,169.0,118.0,220.0,265.0,324.0,370.0,7
110.0,47.0,-118.96381946937773,111.0,136.0,293.0,284.0,381.0,375.0,12
170.0,94.0,-116.48926308205436,165.0,162.0,217.0,219.0,324.0,375.0,7
2.0,42.0,-124.84246078685962,109.0,174.0,264.0,271.0,397.0,348.0,7
181.0,100.0,-117.66009199935434,166.0,199.0,200.0,278.0,375.0,308.0,7
25.0,41.0,-123.62440522735614,196.0,193.0,240.0,289.0,393.0,328.0,7
68.0,23.0,-122.5815810342537,189.0,126.0,215.0,212.0,337.0,377.0,7
26.0,92.0,-121.5416786428444,108.0,130.0,212.0,204.0,370.0,382.0,7
46.0,49.0,-121.94688514693864,171.0,154.0,234.0,281.0,302.0,383.0,7
102.0,36.0,-120.34709841267502,160.0,187.0,289.0,228.0,398.0,361.0,7
75.0,69.0,-118.25350041841772,113.0,113.0,218.0,279.0,396.0,373.0,7
101.0,72.0,-115.77280934144656,189.0,128.0,219.0,211.0,307.0,341.0,7
88.0,63.0,-117.89517015607213,188.0,190.0,279.0,269.0,306.0,318.0,7
46.0,105.0,-119.18536517050688,155.0,169.0,208.0,281.0,332.0,367.0,7
107.0,46.0,-119.14031959485676,145.0,103.0,214.0,300.0,392.0,353.0,7
9.0,75.0,-123.34245262089692,189.0,194.0,248.0,225.0,396.0,372.0,7
100.0,0.0,-123.4798946685598,198.0,135.0,242.0,239.0,357.0,311.0,7
110.0,88.0,-111.9018556037922,142.0,138.0,218.0,220.0,343.0,312.0,7
165.0,49.0,-120.12720552365936,199.0,143.0,214.0,299.0,303.0,324.0,7
14.0,51.0,-123.83460016924865,112.0,162.0,237.0,264.0,339.0,372.0,7
139.0,60.0,-117.52851955126972,185.0,114.0,237.0,235.0,351.0,393.0,7
28.0,70.0,-122.132951934054,197.0,137.0,234.0,258.0,321.0,368.0,7
15.0,30.0,-124.6395258471789,167.0,172.0,214.0,210.0,331.0,339.0,7
136.0,87.0,-112.655652896289,185.0,115.0,241.0,231.0,316.0,388.0,7
180.0,17.0,-123.28089845698582,187.0,126.0,272.0,206.0,335.0,370.0,7
85.0,76.0,-116.5433564182662,100.0,115.0,297.0,213.0,327.0,342.0,7
81.0,107.0,-113.72863154000444,144.0,140.0,273.0,297.0,395.0,363.0,9
1.0,55.0,-124.46110283808191,118.0,125.0,267.0,284.0,348.0,393.0,7
133.0,65.0,-116.5629480241958,198.0,194.0,290.0,227.0,353.0,303.0,7
23.0,93.0,-121.77751540326167,187.0,154.0,297.0,287.0,374.0,394.0,12
73.0,1.0,-123.93685357506412,169.0,173.0,222.0,203.0,346.0,361.0,7
129.0,51.0,-118.44030494521527,112.0,140.0,297.0,207.0,302.0,316.0,7
189.0,103.0,-118.57745339370686,173.0,124.0,286.0,203.0,342.0,300.0,7
26.0,14.0,-124.85727462006469,100.0,137.0,259.0,240.0,332.0,375.0,7
124.0,104.0,-105.5104385482575,118.0,142.0,263.0,254.0,334.0,394.0,7
89.0,92.0,-113.88023960820152,112.0,186.0,276.0,288.0,310.0,355.0,9
100.0,52.0,-118.61880332745103,173.0,127.0,256.0,229.0,301.0,318.0,7
183.0,67.0,-119.92725927687914,200.0,135.0,270.0,248.0,356.0,314.0,7
