,x,y,RSSI,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,SF
22,59.0,33.0,-122.26565381651444,89.0,64.0,182.0,182.0,297.0,344.0,8
23,117.0,84.0,-112.55903475641496,95.0,135.0,116.0,152.0,300.0,286.0,7
24,49.0,94.0,-119.20115456366716,30.0,93.0,197.0,162.0,232.0,337.0,7
25,147.0,13.0,-122.5924671894663,78.0,95.0,123.0,237.0,232.0,320.0,9
26,99.0,82.0,-114.2230278591298,6.0,74.0,101.0,247.0,290.0,318.0,7
27,0.0,56.0,-124.48790655567008,33.0,71.0,175.0,228.0,262.0,301.0,10
28,66.0,106.0,-116.46556721097409,28.0,57.0,128.0,201.0,231.0,319.0,7
29,11.0,103.0,-122.59827504357928,15.0,93.0,185.0,245.0,203.0,271.0,9
30,154.0,109.0,-112.34986340745134,11.0,86.0,192.0,184.0,270.0,335.0,7
31,148.0,30.0,-121.16897502516775,75.0,72.0,150.0,182.0,286.0,309.0,8
32,38.0,55.0,-122.12786602057888,89.0,91.0,158.0,152.0,277.0,271.0,8
33,113.0,57.0,-117.60940239647032,85.0,135.0,101.0,168.0,293.0,262.0,7
34,47.0,65.0,-120.91047514329676,51.0,144.0,184.0,206.0,260.0,317.0,8
35,144.0,30.0,-121.063429084789,99.0,65.0,125.0,183.0,201.0,294.0,8
36,111.0,100.0,-108.12096823220028,91.0,75.0,142.0,155.0,287.0,290.0,7
37,140.0,78.0,-114.79772228798431,46.0,101.0,144.0,215.0,273.0,346.0,7
38,153.0,71.0,-116.94337440270012,51.0,106.0,159.0,215.0,246.0,333.0,7
39,180.0,5.0,-124.04472848926986,40.0,64.0,194.0,222.0,263.0,272.0,10
40,135.0,66.0,-116.4856779875364,82.0,123.0,157.0,157.0,242.0,265.0,7
41,129.0,59.0,-117.35118092945604,88.0,125.0,176.0,167.0,289.0,315.0,7
42,91.0,70.0,-116.79038953624185,65.0,95.0,123.0,242.0,240.0,309.0,7
43,31.0,6.0,-125.042923917192,77.0,128.0,169.0,232.0,266.0,299.0,11
44,62.0,11.0,-123.61716082232886,100.0,64.0,165.0,177.0,265.0,296.0,10
45,39.0,59.0,-121.84487197251144,44.0,87.0,178.0,216.0,267.0,349.0,8
46,7.0,92.0,-123.08453305475015,71.0,118.0,164.0,240.0,234.0,339.0,9
47,171.0,69.0,-118.73543925609178,28.0,88.0,110.0,155.0,295.0,272.0,7
48,143.0,52.0,-118.71298920639065,68.0,116.0,176.0,155.0,201.0,301.0,7
49,76.0,34.0,-121.40728560442278,46.0,132.0,164.0,157.0,230.0,332.0,8
50,139.0,90.0,-112.35533661306134,62.0,84.0,148.0,158.0,218.0,279.0,7
51,187.0,108.0,-118.18451370125916,77.0,105.0,144.0,164.0,268.0,336.0,7
52,57.0,87.0,-118.652644146954,54.0,81.0,147.0,239.0,284.0,310.0,7
53,190.0,77.0,-119.90200323988763,20.0,77.0,107.0,181.0,258.0,277.0,7
54,190.0,71.0,-120.25970623497972,58.0,150.0,105.0,165.0,203.0,348.0,8
55,117.0,37.0,-120.03890707103184,41.0,50.0,165.0,229.0,289.0,302.0,7
56,188.0,88.0,-119.09209241738505,13.0,79.0,107.0,176.0,237.0,323.0,7
57,110.0,81.0,-113.53912757765954,75.0,65.0,150.0,169.0,267.0,303.0,7
58,133.0,59.0,-117.45143228557592,27.0,72.0,151.0,216.0,268.0,329.0,7
59,183.0,8.0,-123.95948525785045,64.0,86.0,147.0,180.0,257.0,330.0,10
60,50.0,81.0,-119.72568159008496,100.0,68.0,148.0,225.0,203.0,314.0,7
61,26.0,69.0,-122.32308539110738,78.0,60.0,144.0,187.0,277.0,335.0,8
62,80.0,5.0,-123.48982542044897,43.0,79.0,122.0,223.0,288.0,310.0,10
63,50.0,42.0,-122.14239259617165,25.0,58.0,170.0,249.0,279.0,302.0,8
64,161.0,46.0,-120.18716578985416,3.0,72.0,136.0,158.0,206.0,334.0,8
65,138.0,80.0,-114.2697512974098,5.0,87.0,100.0,234.0,264.0,344.0,7
66,133.0,37.0,-120.13656866467356,39.0,105.0,197.0,179.0,224.0,283.0,7
67,181.0,25.0,-122.78929706663185,9.0,144.0,110.0,212.0,226.0,317.0,9
68,71.0,29.0,-122.01562014799116,7.0,148.0,109.0,150.0,219.0,349.0,8
69,137.0,101.0,-109.34953493079436,79.0,81.0,160.0,209.0,262.0,261.0,7
70,100.0,79.0,-114.66523330268294,17.0,113.0,163.0,247.0,278.0,308.0,7
71,58.0,57.0,-120.60964716892428,61.0,94.0,194.0,230.0,216.0,328.0,8
72,59.0,23.0,-122.94509372655202,45.0,123.0,101.0,155.0,265.0,343.0,9
73,77.0,24.0,-122.17346734883084,55.0,89.0,177.0,154.0,230.0,287.0,8
74,166.0,69.0,-118.29587291680193,81.0,78.0,180.0,183.0,295.0,301.0,7
75,165.0,83.0,-116.8012387594269,20.0,123.0,177.0,205.0,249.0,251.0,7
76,74.0,8.0,-123.44002093276896,70.0,120.0,115.0,184.0,229.0,303.0,9
77,48.0,77.0,-120.13542696295744,48.0,75.0,102.0,203.0,282.0,333.0,7
78,17.0,107.0,-122.050604723893,22.0,124.0,169.0,175.0,248.0,337.0,8
79,31.0,14.0,-124.64703730733024,39.0,142.0,196.0,227.0,288.0,261.0,11
80,183.0,104.0,-117.76990672481398,49.0,99.0,111.0,249.0,257.0,336.0,7
81,61.0,14.0,-123.45855306568023,48.0,55.0,182.0,175.0,204.0,258.0,9
82,68.0,109.0,-116.02960308275811,41.0,87.0,121.0,209.0,227.0,299.0,7
83,161.0,7.0,-123.36141051797463,82.0,77.0,174.0,186.0,238.0,266.0,9
84,179.0,78.0,-118.76506403315533,90.0,93.0,189.0,213.0,270.0,335.0,7
85,178.0,65.0,-119.66265437978038,38.0,84.0,135.0,228.0,272.0,278.0,7
86,81.0,44.0,-120.30049604733642,100.0,124.0,116.0,232.0,260.0,286.0,8
87,73.0,96.0,-115.97254242339648,45.0,98.0,176.0,223.0,253.0,295.0,7
88,157.0,17.0,-122.51521542170354,47.0,97.0,156.0,215.0,246.0,288.0,9
89,65.0,12.0,-123.44968589278346,15.0,52.0,180.0,182.0,224.0,254.0,9
90,115.0,82.0,-113.09225421809565,53.0,54.0,143.0,225.0,282.0,310.0,7
91,80.0,73.0,-117.38063373733912,81.0,58.0,177.0,246.0,242.0,266.0,7
92,138.0,63.0,-117.06421608305364,40.0,143.0,189.0,158.0,259.0,297.0,7
93,185.0,51.0,-121.2053464466466,42.0,127.0,108.0,154.0,242.0,259.0,8
94,38.0,55.0,-122.12786602057888,33.0,52.0,183.0,192.0,286.0,296.0,8
95,113.0,93.0,-110.25475897648458,43.0,53.0,147.0,192.0,281.0,293.0,7
96,159.0,69.0,-117.69119670529624,86.0,93.0,179.0,218.0,237.0,264.0,7
97,33.0,81.0,-121.28845451713858,2.0,116.0,188.0,154.0,282.0,339.0,8
98,132.0,28.0,-121.03180108141191,73.0,131.0,181.0,204.0,282.0,281.0,8
99,12.0,11.0,-125.5763408011934,28.0,54.0,163.0,229.0,266.0,253.0,12
